Prescriber,Substancia,Quantidade
LONGROYDE SURGERY,Atorvastatin,437
LONGSHOOT MEDICAL PRACTICE,Omeprazole,627
LONGSHORE SURGERIES,Atorvastatin,708
LONGSIGHT MEDICAL PRACTICE,Atorvastatin,1169
LONGTON HALL SURGERY,Atorvastatin,913
LONGTON HEALTH CENTRE,Lansoprazole,803
LONGTON MEDICAL CENTRE,Atorvastatin,460
LONGTOWN MEDICAL CENTRE,Atorvastatin,438
LONGVIEW MEDICAL CENTRE,Atorvastatin,391
LONSDALE MEDICAL CENTRE,Omeprazole,366
LOOMER ROAD SURGERY,Atorvastatin,1265
LORDSHILL HEALTH CENTRE,Atorvastatin,736
LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,Atorvastatin,1270
LOROS,Morphine sulfate,5
LOSTOCK HALL MEDICAL CTR.,Atorvastatin,445
LOSTOCK MEDICAL CENTRE,Atorvastatin,845
LOSTWITHIEL SURGERY,Omeprazole,496
LOUGHBOROUGH URGENT CARE CENTRE,Flucloxacillin sodium,228
LOUGHTON HEALTH CENTRE,Atorvastatin,764
LOUTH UTC,Flucloxacillin sodium,61
LOVEMEAD GROUP PRACTICE,Atorvastatin,1423
LOW MOOR SURGERY,Atorvastatin,1060
LOWER CLAPTON GROUP PRACTICE,Atorvastatin,1341
LOWER FARM HEALTH CENTRE,Atorvastatin,136
LOWER GORNAL MEDICAL PRACTICE,Atorvastatin,484
LOWER INCE SURGERY,Atorvastatin,310
LOWFIELD MEDICAL CENTRE,Atorvastatin,411
LOWMOOR ROAD SURGERY,Atorvastatin,688
LOWTHER MEDICAL CENTRE,Atorvastatin,1121
LOXFORD ACCESS SERVICE WIC,Amoxicillin,1
LOXWOOD SURGERY,Atorvastatin,524
LUCAS AVENUE PRACTICE,Atorvastatin,817
LUCIE WEDGWOOD HEALTH CTR,Atorvastatin,936
LUDHAM AND STALHAM GREEN SURGERIES,Lansoprazole,713
LUDLOW - PORTCULLIS,Atorvastatin,576
LUNDWOOD MEDICAL CENTRE PMS PRACTICE,Atorvastatin,418
LUNESDALE SURGERY,Atorvastatin,775
LUNG CANCER SERVICE,Macrogol 3350,2
LUPSET HEALTH CENTRE,Atorvastatin,1881
LUSON,Atorvastatin,551
LUTHER STREET MEDICAL PRACTICE,Omeprazole,62
LUTON APPLIANCE MANAGEMENT SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),165
LUTON EXTENDED ACCESS SERVICE,Omeprazole,69
LUTON URGENT TREATMENT CENTRE,Amoxicillin,215
LVH PCN HUB,Sertraline hydrochloride,8
LYDDEN SURGERY,Atorvastatin,553
LYDNEY PRACTICE,Atorvastatin,801
LYME BAY MEDICAL PRACTICE,Atorvastatin,997
LYME VALLEY MEDICAL CENTRE,Omeprazole,697
LYMPHCARE UK,Lymphoedema Garments,124
LYMPHOEDEMA CLINIC,Amoxicillin,1
LYMPHOEDEMA COMMUNITY SERVICE,Lymphoedema Garments,263
LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Lymphoedema Garments,257
LYNDHURST ROAD MEDICAL CENTRE,Atorvastatin,724
LYNDHURST SURGERY,Omeprazole,390
LYNFIELD MOUNT HOSPITAL - FIRST RESPONSE,Diazepam,5
LYNGFORD PARK,Atorvastatin,486
LYNTON HEALTH CENTRE,Atorvastatin,287
LYNWOOD MEDICAL CENTRE,Atorvastatin,1003
LYTHAM ROAD SURGERY,Atorvastatin,766
M&A AHVS (PICS),Amoxicillin,4
MABLETHORPE GP EXTENDED ACCESS HUB,Co-codamol (Codeine phosphate/paracetamol),7
MACKLIN STREET SURGERY,Atorvastatin,749
MACMILLAN PALLIATIVE CARE SERVICE,Benzydamine hydrochloride,1
"MACMILLAN ST HELENS SP, PALLIATIVE CARE",Morphine sulfate,10
MADEIRA MEDICAL,Atorvastatin,313
MADELEY PRACTICE,Atorvastatin,890
MAGDALEN MEDICAL PRACTICE,Atorvastatin,861
MAGHULL FAMILY SURGERY,Amlodipine,390
MAGHULL PRACTICE,Atorvastatin,313
MAGNOLIA HOUSE SURGERY,Atorvastatin,315
MAIDA VALE MEDICAL CENTRE,Atorvastatin,373
MAIDSTONE RD CHATHAM SURGERY,Atorvastatin,236
MAIDSTONE RD RAINHAM SURGERY,Atorvastatin,410
MAJOR OAK MEDICAL PRACTICE,Atorvastatin,841
MALLARD MEDICAL PRACTICE,Atorvastatin,448
MALLING HEALTH FOUR,Omeprazole,444
MALMESBURY MEDICAL PARTNERSHIP,Atorvastatin,1100
MALTHOUSE MEADOWS SURGERY,Atorvastatin,625
MALTHOUSE SURGERY,Atorvastatin,1207
MALTINGS SURGERY,Atorvastatin,767
MALV OA CMHT,Memantine hydrochloride,2
MALVERN CMHT,Aripiprazole,1
MALVERN HEALTH CENTRE,Atorvastatin,1100
MALVERN INPATIENTS,Enoxaparin,1
MALVERN OUTPATIENTS,Co-trimoxazole(Trimethoprim/sulfamethoxazole),1
MALZEARD ROAD PRACTICE,Metformin hydrochloride,373
MANCHESTER ROAD EAST MEDICAL PRACTICE,Atorvastatin,277
MANCHESTER ROAD SURGERY,Atorvastatin,509
MANDALAY MEDICAL CENTRE,Atorvastatin,589
MANDEVILLE MEDICAL CENTRE,Atorvastatin,585
MANN COTTAGE SURGERY,Atorvastatin,709
MANOR AND PARK GROUP PRACTICE,Atorvastatin,806
MANOR BROOK PMS,Atorvastatin,810
MANOR CLINIC,Atorvastatin,633
MANOR COURT SURGERY,Omeprazole,757
MANOR DRIVE MEDICAL CENTRE,Influenza,977
MANOR FARM MEDICAL CENTRE,Atorvastatin,1087
MANOR FIELD SURGERY,Atorvastatin,866
MANOR HEALTH CTR,Atorvastatin,450
MANOR HOUSE LANE SURGERY,Atorvastatin,802
MANOR HOUSE SURGERY,Atorvastatin,1324
MANOR MEDICAL PRACTICE,Atorvastatin,1941
MANOR PARK MEDICAL CENTRE,Atorvastatin,1240
MANOR PARK SURGERY,Atorvastatin,1690
MANOR PRACTICE,Atorvastatin,668
MANOR PRIMARY CARE,Atorvastatin,485
MANOR ROAD SURGERY,Atorvastatin,1576
MANOR SURGERY,Omeprazole,749
MANOR VIEW PRACTICE,Atorvastatin,1919
MANSFIELD MEDICAL CENTRE,Atorvastatin,931
MANSION HOUSE SURGERY,Atorvastatin,2402
MANSTON SURGERY,Lansoprazole,580
MAPESBURY MEDICAL GROUP,Atorvastatin,653
MAPLE ACCESS PARTNERSHIP LLP,Atorvastatin,724
MAPLE PRACTICE,Atorvastatin,3
MAPLE SURGERY BAR HILL HEALTH CENTRE,Atorvastatin,310
MAPLES FAMILY MED.PRACT.,Atorvastatin,1508
MARAZION SURGERY,Atorvastatin,872
MARCHAM RD FAMILY HEALTH CENTRE,Atorvastatin,1367
MARDEN MEDICAL CENTRE,Atorvastatin,683
MARDEN MEDICAL PRACTICE,Omeprazole,575
MARIE CURIE EOL DOMICILIARY SERVICE,Morphine sulfate,19
MARIE CURIE HOSPICE,Finasteride,7
"MARIE CURIE HOSPICE, LIVERPOOL",Midazolam hydrochloride,1
MARIE CURIE SOLIHULL COMMUNITY TEAM,Morphine sulfate,7
MARINE AVENUE MEDICAL CTR,Levothyroxine sodium,468
MARINE LAKE MEDICAL PRACTICE,Atorvastatin,1232
MARINE MEDICAL GROUP,Atorvastatin,1156
MARISCO MEDICAL PRACTICE,Atorvastatin,3337
MARITIME HEALTH PARTNERSHIP,Atorvastatin,2191
MARK STREET SURGERY,Atorvastatin,740
MARKET CROSS SURGERY,Atorvastatin,1540
MARKET DRAYTON MEDICAL PRACTICE,Omeprazole,1006
MARKET HARBOROUGH MED.CTR,Atorvastatin,2883
MARKET LAVINGTON SURGERY,Atorvastatin,457
MARKET OVERTON & SOMERBY SURGERIES,Atorvastatin,503
MARKET QUARTER MEDICAL PRACTICE,Atorvastatin,466
MARKET RASEN SURGERY,Atorvastatin,1103
MARKET SQUARE SURGERY,Atorvastatin,1202
MARKET STREET HEALTH GROUP,Atorvastatin,1969
MARKET STREET MEDICAL PRACTICE,Atorvastatin,551
MARKET SURGERY,Lansoprazole,2004
MARKET WEIGHTON GROUP PRACTICE,Atorvastatin,1015
MARKFIELD MEDICAL CENTRE,Lansoprazole,721
MARKS GATE HEALTH CENTRE,Atorvastatin,352
MARLBOROUGH SURGERY,Atorvastatin,1813
MARLOWE PARK MEDICAL CTR.,Atorvastatin,225
MARLOWES CENTRE,Melatonin,37
MARMOT PCN HUB,Lansoprazole,9
MARPLE BRIDGE SURGERY,Atorvastatin,672
MARPLE COTTAGE SURGERY,Lansoprazole,915
MARPLE MEDICAL PRACTICE,Atorvastatin,471
MARSDEN RD. HEALTH CENTRE,Lansoprazole,1915
MARSH GREEN MEDICAL PRACTICE,Atorvastatin,224
MARSH HOUSE MEDICAL PRACTICE,Atorvastatin,706
MARSH MEDICAL PRACTICE,Atorvastatin,1186
MARSH SURGERY,Colecalciferol,275
MARSHALLS CROSS MEDICAL CENTRE,Atorvastatin,472
MARSHALLS ROAD SURGERY,Atorvastatin,331
MARSS NHS WIRRAL CCG,Adhesive Removers (Sprays/Liquids/Wipes),2471
MARSTON FOREST HEALTHCARE,Atorvastatin,687
MARTELLO HEALTH CENTRE,Atorvastatin,541
MARTIN HOUSE HOSPICE,Morphine sulfate,3
MARTINS OAK SURGERY,Atorvastatin,708
MARTLESHAM SURGERY,Atorvastatin,461
MARTLETS HOSPICE,Oxycodone hydrochloride,10
MARTON MEDICAL PRACTICE,Omeprazole,884
MARTONSIDE MEDICAL CENTRE,Atorvastatin,857
MARUS BRIDGE PRACTICE,Omeprazole,354
MARY STEVENS DAY HOSPICE,Glycopyrronium bromide,1
MARYLEBONE HEALTH CENTRE,Atorvastatin,378
MARYPORT HEALTH SERVICES,Lansoprazole,1508
MARYSVILLE MEDICAL PRACT,Omeprazole,350
MASTERCALL OOH,Amoxicillin,209
MATCHING GREEN SURGERY,Atorvastatin,355
MATERNAL MENTAL HEALTH TEAM,Sertraline hydrochloride,13
MATHER AVENUE SURGERY,Atorvastatin,755
MATHUKIA'S SURGERY,Atorvastatin,658
MATRIX MEDICAL PRACTICE,Atorvastatin,703
MATTISHALL SURGERY,Atorvastatin,1159
MATTOCK LANE HEALTH CENTRE,Atorvastatin,226
MAULDETH MEDICAL CENTRE,Atorvastatin,221
MAWBEY GROUP PRACTICE,Atorvastatin,706
MAYBURY SURGERY,Levothyroxine sodium,97
MAYBUSH MEDICAL CENTRE,Atorvastatin,755
MAYDAY & THORNTON HEATH EXTENDED ACCESS,Amoxicillin,88
MAYFAIR MEDICAL CENTRE,Atorvastatin,168
MAYFIELD MEDICAL CENTRE,Atorvastatin,3105
MAYFIELD MEDICAL GROUP,Lansoprazole,995
MAYFIELD MEDICAL PRACTICE,Atorvastatin,800
MAYFIELD SURGERY,Atorvastatin,2020
MAYFLOWER HEALTHCARE ALLIANCE,Isotretinoin,120
MAYFLOWER MEDICAL CENTRE,Atorvastatin,1834
MAYFLOWER MEDICAL GROUP,Atorvastatin,3618
MAYFORD HOUSE SURGERY,Atorvastatin,1159
MAYLANDS HEALTHCARE,Atorvastatin,1037
MAYNARD COURT SURGERY,Atorvastatin,648
MAYPOLE HEALTH SURGERY Y,Atorvastatin,340
MAYWOOD HEALTH CARE CENTRE,Omeprazole,1027
MBPRIMARYCARECOLLABORATIVEEXTACCESS,Omeprazole,23
MCFT S&F NMPS,Wound Management & Other Dressings,20
MCH CHILDREN'S SERVICE,Methylphenidate hydrochloride,27
MCH PALLIATIVE CARE MEDWAY,Oxycodone hydrochloride,7
MCH PALLIATIVE CARE SWALE,Haloperidol,2
MCH PHYSIO SWALE,Amitriptyline hydrochloride,1
MCH PRESCRIBING,Amoxicillin,430
MCKENZIE GROUP PRACTICE,Atorvastatin,584
MCKENZIE HOUSE SURGERY,Atorvastatin,2775
MD FAMILY PRACTICE,Atorvastatin,574
MEADOW VIEW,Atorvastatin,628
MEADOWBROOK SURGERY,Atorvastatin,393
MEADOWCROFT SURGERY,Atorvastatin,30
MEADOWGREEN HEALTH CENTRE,Atorvastatin,2249
MEADOWS HEALTH CENTRE (LARNER),Atorvastatin,326
MEADOWS SURGERY,Levothyroxine sodium,422
MEADOWSIDE MEDICAL CENTRE,Atorvastatin,734
MEADOWVIEW SURGERY,Omeprazole,408
MEANWHILE GARDEN MEDICAL CENTRE,Atorvastatin,306
MEANWOOD HEALTH CENTRE,Atorvastatin,1175
MEASHAM MEDICAL UNIT,Ramipril,1137
MEDEN MEDICAL SERVICES,Atorvastatin,562
MEDIC HOUSE,Atorvastatin,514
MEDICAL CENTRE,Atorvastatin,388
MEDICAL CENTRE CAMELFORD (DR GARROD),Omeprazole,357
MEDICAL CENTRE CAMELFORD (DR NASH),Atorvastatin,354
MEDICAL RESPONSE TEAM OOH,Flucloxacillin sodium,8
MEDICENTRE,Atorvastatin,438
MEDICS PCN,Amoxicillin,9
MEDICUS HEALTH PARTNERS,Atorvastatin,7919
MEDICUS SELECT CARE,Diazepam,18
MEDICUS SELECT CARE BLMK CCG,Diazepam,22
MEDINA HEALTHCARE,Omeprazole,897
MEDINA MEDICAL CENTRE,Warfarin sodium,1
MEDLOCK MEDICAL PRACTICE,Atorvastatin,618
MEDLOCK VALE MEDICAL PRACTICE,Atorvastatin,1028
MEDLOOP,Clotrimazole,1
MEDWAY & SWALE HEALTH HUB,Amoxicillin,36
MEDWAY MEDICAL CENTRE,Atorvastatin,406
MEDWAY ON CALL CARE OOH,Amoxicillin,31
MEDWAY PRACTICES ALLIANCE (MPA),Benzoyl peroxide,1
MEDWYN SURGERY,Levothyroxine sodium,611
MEIR MEDICAL PRACTICE,Atorvastatin,476
MEIR PARK & WESTON COYNEY MEDICAL PRACT,Atorvastatin,764
MELBOURNE & CHELLASTON MEDICAL PRACTICE,Atorvastatin,787
MELBOURNE PARK MEDICAL CENTRE,Atorvastatin,802
MELROSE SURGERY,Atorvastatin,955
MELTHAM GROUP PRACTICE,Atorvastatin,510
MELTHAM ROAD SURGERY,Atorvastatin,528
MEMORIAL MEDICAL CENTRE,Atorvastatin,892
MENDIP COUNTRY PRACTICE,Atorvastatin,821
MENDIP VALE MEDICAL PRACTICE,Atorvastatin,4496
MENDLESHAM MEDICAL GROUP,Atorvastatin,949
MENEAGE STREET SURGERY,Atorvastatin,354
MENTAL HEALTH AND WELLBEING SERVICES,Lisdexamfetamine dimesylate,235
MENTAL HEALTH ICT,Methylphenidate hydrochloride,8
MEON MEDICAL CENTRE,Atorvastatin,472
MEOPHAM MEDICAL CENTRE,Atorvastatin,922
MERCHEFORD HOUSE,Atorvastatin,614
MERCHISTON SURGERY,Atorvastatin,1315
MERE LANE GROUP PRACTICE,Atorvastatin,704
MERE SURGERY,Atorvastatin,565
MEREPARK MEDICAL CENTRE,Atorvastatin,532
MERIDIAN HEALTH GROUP,Doxycycline hyclate,2
MERIDIAN HOUSE - AIREWHARFE CMHT,Quetiapine,2
MERIDIAN PRACTICE,Omeprazole,71
MERIT URGENT,Skin Fillers And Protectives,1
MERRIDALE MEDICAL CENTRE (RP TEW),Atorvastatin,968
MERROW PARK SURGERY,Atorvastatin,441
MERSEYCARE LONG COVID SERVICE KNOWSLEY,Promethazine hydrochloride,2
MERSEYCARE NHS TRUST,Amoxicillin,30
MERSEYCARE NHS TRUST - NMP,Flucloxacillin sodium,344
MERSHAM MEDICAL CENTRE,Amlodipine,229
MERSTOW GREEN MEDICAL PRACTICE,Atorvastatin,1416
MERTON CCG SLDUC OOH,Codeine phosphate,1
MERTON CCG-CLCH (NMP),Wound Management & Other Dressings,95
MERTON GP FEDERATION,Amoxicillin,34
MERTON LODGE SURGERY,Atorvastatin,1088
MERTON REHAB BEDS,Macrogol 3350,13
MESNES VIEW SURGERY,Atorvastatin,377
METRO INTERCHANGE SURGERY,Atorvastatin,734
MEVAGISSEY SURGERY,Omeprazole,537
MEXBOROUGH HEALTH CENTRE,Atorvastatin,657
MFT ADULT COMMUNITY SERVICES,Wound Management & Other Dressings,328
MFT CHILDRENS COMMUNITY SERVICES,Miconazole nitrate,9
MHH GP ACCESS HUBS OOH,Levonorgestrel,27
MIAMI CLINIC - ST LAWRENCE SURGERY,Clobetasone butyrate,1
MICHAEL SOBELL HOSPICE,Metronidazole,1
MICKLEOVER MEDICAL CENTRE,Omeprazole,507
MICKLEOVER SURGERY,Atorvastatin,346
MID CHILTERN PCN,Estradiol with progestogen,2
MID DEVON MEDICAL PRACTICE,Atorvastatin,661
MID DOWNS MEDICAL PRACTICE,Atorvastatin,485
MID ESSEX CCG GP EXTENDED ACCESS HUB,Amoxicillin,69
MID MERSEY CYP EATING DISORDERS,Olanzapine,25
MID SUSSEX HEALTH CARE,Atorvastatin,1048
MIDAS,Methadone hydrochloride,2438
MIDDLE CHARE MEDICAL GROUP,Atorvastatin,1738
MIDDLEPORT MEDICAL CENTRE,Atorvastatin,558
MIDDLESBROUGH 0-19 HCP,Nystatin,3
MIDDLESTOWN,Atorvastatin,1054
MIDDLETON HEALTH CENTRE,Atorvastatin,396
MIDDLETON LODGE PRACTICE,Atorvastatin,1437
MIDDLEWAY SURGERY,Omeprazole,652
MIDDLEWICH ROAD SURGERY,Atorvastatin,1067
MIDDLEWOOD PARTNERSHIP,Atorvastatin,2503
MIDLANDS MEDICAL PARTNERSHIP,Atorvastatin,3792
MIDWAY LANGLEY HOUSE CLCH,Paracetamol,21
MIDWAY SURGERY,Atorvastatin,1079
MILBORNE PORT SURGERY,Atorvastatin,835
MILDMAY MEDICAL PRACTICE,Atorvastatin,282
MILE LANE HEALTH CENTRE,Atorvastatin,338
MILE OAK MEDICAL CENTRE,Atorvastatin,501
MILEHOUSE MEDICAL PRACTICE,Atorvastatin,344
MILL BANK,Omeprazole,800
MILL ROAD SURGERY,Atorvastatin,2452
MILL STREAM SURGERY,Atorvastatin,354
MILL STREET MEDICAL CTR.,Atorvastatin,1077
MILL VIEW SURGERY,Atorvastatin,338
MILLBANK MEDICAL CENTRE,Atorvastatin,750
MILLBARN MEDICAL CENTRE,Atorvastatin,283
MILLBROOK MEDICAL CENTRE,Atorvastatin,1073
MILLBROOK MEDICAL PRACTICE,Atorvastatin,225
"MILLBROOK SURGERY, CASTLE CARY",Omeprazole,459
MILLCROFT MEDICAL CENTRE,Atorvastatin,1733
MILLENNIUM FAMILY PRACTICE,Atorvastatin,667
MILLENNIUM MEDICAL CENTRE,Atorvastatin,493
MILLER STREET SURGERY,Atorvastatin,737
MILLFIELD MEDICAL GROUP,Lansoprazole,1889
MILLFIELD SURGERY,Atorvastatin,622
MILLGATE HEALTHCARE PARTNERSHIP,Atorvastatin,2166
MILLRISE MEDICAL PRACTICE,Atorvastatin,872
MILLVIEW MEDICAL CENTRE,Atorvastatin,1256
MILLVIEW SURGERY,Atorvastatin,759
MILLWAY MEDICAL PRACTICE,Atorvastatin,951
MILMAN & KENNET SURGERY,Atorvastatin,1003
MILNROW VILLAGE PRACTICE,Omeprazole,454
MILTON ABBAS SURGERY,Omeprazole,439
MILTON KEYNES VILLAGE SURG,Atorvastatin,387
MILTON ROAD SURGERY,Atorvastatin,283
MILTON SURGERY,Atorvastatin,388
MINCHINHAMPTON SURGERY,Omeprazole,357
MINEHEAD MEDICAL CENTRE,Omeprazole,934
MINET GREEN HEALTH PRACTICE,Atorvastatin,1007
MINOR INJURIES CLINIC,Flucloxacillin sodium,3
MINOR INJURIES UNIT,Flucloxacillin sodium,129
MINOR INJURIES UNTI (QMH),Betamethasone sodium phosphate,1
MINOR INJURY UNIT-EXMOUTH,Flucloxacillin sodium,20
MINOR SURGERY & DERMATOLOGY UNIT,Emollients,3
MINOR SURGERY LES,Dexamethasone,1
MINOR SURGERY SERVICE LIVERPOOL,Methylprednisolone acetate,20
MINSTER MEDICAL PRACTICE,Atorvastatin,1102
MINSTER SURGERY,Atorvastatin,1031
MIRAH DAY HOSPITAL,Donepezil hydrochloride,1
MIRFIELD HEALTH CENTRE,Atorvastatin,1547
MIRFIELD SURGERY,Atorvastatin,480
MIRIAM MINOR EMERGENCY,Amoxicillin,199
MIRIAM PRIMARY CARE GROUP,Atorvastatin,1335
MITCHAM FAMILY PRACTICE,Atorvastatin,234
MITCHELDEAN SURGERY,Atorvastatin,632
MITCHLEY AVENUE SURGERY,Chlorhexidine gluconate,2
MK CHILDREN'S PRIMARY CARE TEAM,Amoxicillin,74
MK ENT SERVICE,Fluticasone furoate,8
MK URGENT CARE SERVICES OOH,Amoxicillin,243
MKGP ACCESS,Colecalciferol,14
MOAT HOUSE SURGERY,Atorvastatin,1381
MOATFIELD SURGERY,Atorvastatin,742
MOCHA PARADE MEDICAL PRACTICE,Atorvastatin,220
MOCKETTS WOOD SURGERY,Folic acid,684
MODALITY AWC EXTENDED ACCESS,Beclometasone dipropionate,1
MODALITY COMMUNITY SERVICES,Emollients,241
MODALITY DARLASTON PRACTICE,Atorvastatin,262
MODALITY ENKI MEDICAL PRACTICE,Atorvastatin,695
MODALITY LEWISHAM (ML),Atorvastatin,1627
MODALITY MID SUSSEX,Atorvastatin,1878
MODALITY PARTNERSHIP (AWC),Atorvastatin,7118
MODALITY PARTNERSHIP (HULL),Lansoprazole,4788
MODBURY HEALTH CENTRE,Atorvastatin,592
MODERN MEDICAL CENTRE,Atorvastatin,465
MOLEBRIDGE PRACTICE,Atorvastatin,387
MOLESEY COMMUNITY HOSPITAL,Amoxicillin,1
MOLLISON WAY SURGERY,Atorvastatin,346
MONARCH MEDICAL CENTRE,Atorvastatin,404
MONK BRETTON HEALTH CENTRE PRACTICE,Atorvastatin,231
MONKFIELD MEDICAL PRACTICE,Atorvastatin,399
MONKS PARK SURGERY,Atorvastatin,515
MONKSEATON MEDICAL CENTRE,Atorvastatin,656
MONKWEARMOUTH HEALTH CENTRE,Atorvastatin,988
MONTAGUE MEDICAL PRACTICE,Atorvastatin,759
MONTGOMERY HOUSE SURGERY,Atorvastatin,1556
MONTPELIER HEALTH CENTRE,Atorvastatin,749
MONTPELIER SURGERY,Atorvastatin,189
MOOR GREEN LANE MED.CTR.,Atorvastatin,246
MOOR PARK MEDICAL PRACTICE,Atorvastatin,255
MOORDOWN MEDICAL CENTRE,Atorvastatin,438
MOORE STREET MEDICAL CENTRE,Atorvastatin,741
MOORFIELD HOUSE SURGERY,Atorvastatin,732
MOORLANDS SURGERY,Atorvastatin,1508
MOORSIDE MEDICAL PRACTICE,Atorvastatin,319
MOORSIDE SURGERY,Atorvastatin,1475
MORDEN HALL MEDICAL CENTRE,Atorvastatin,886
MORECAMBE SURGERY,Atorvastatin,501
MOREDON MEDICAL CENTRE,Atorvastatin,1251
MORETON GROUP PRACTICE,Omeprazole,525
MORETON HEALTH CLINIC,Atorvastatin,547
MORETON HEALTH MINOR INJURY,Etoricoxib,1
MORETON MEDICAL CENTRE,Omeprazole,404
MORETONHAMPSTEAD HEALTH CENTRE,Atorvastatin,289
MORLAND HOUSE SURGERY,Atorvastatin,1466
MORLAND ROAD SURGERY,Amlodipine,396
MORRAB SURGERY,Omeprazole,833
MORRIS HOUSE GROUP PRACTICE,Atorvastatin,900
MORTHEN ROAD SURGERY,Atorvastatin,1402
MORTIMER SURGERY,Omeprazole,1178
MOSAIC,Methadone hydrochloride,5
MOSBOROUGH HEALTH CENTRE,Atorvastatin,967
MOSELEY AVENUE SURGERY,Omeprazole,635
MOSELEY MEDICAL CENTRE,Atorvastatin,112
MOSS GROVE SURGERY,Atorvastatin,1567
MOSS SIDE MEDICAL CENTRE,Atorvastatin,318
MOSS STREET SURGERY,Atorvastatin,532
MOSS WAY,Atorvastatin,267
MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE,Atorvastatin,376
MOSSLEY MEDICAL PRACTICE,Atorvastatin,195
MOSTAFA PMS,Atorvastatin,424
MOTE,Omeprazole,770
MOULSHAM LODGE SURGERY,Amlodipine,1
MOULTON MEDICAL CENTRE,Atorvastatin,884
MOULTON SURGERY,Atorvastatin,873
MOUNT AVENUE SURGERY,Atorvastatin,567
MOUNT CHAMBERS MEDICAL PRACTICE,Atorvastatin,1727
MOUNT FARM SURGERY,Atorvastatin,1384
MOUNT GROUP PRACTICE,Atorvastatin,1352
MOUNT MEDICAL CENTRE,Atorvastatin,368
MOUNT PLEASANT HEALTH CENTRE,Atorvastatin,1123
MOUNT PLEASANT MED CENTRE,Atorvastatin,1341
MOUNT ROAD SURGERY,Atorvastatin,621
MOUNT STUART HOSPITAL NHS OUTPATIENTS,Flucloxacillin sodium,5
MOUNTWOOD SURGERY,Atorvastatin,858
MOWBRAY HOUSE SURGERY,Atorvastatin,2426
MOXLEY MEDICAL CENTRE,Lansoprazole,256
MP VICTORIA MILL,Atorvastatin,307
MUCH BIRCH SURGERY,Atorvastatin,547
MUCH HADHAM HEALTH CENTRE,Atorvastatin,565
MUCH WENLOCK & CRESSAGE MEDICAL PRACTICE,Atorvastatin,1012
MULBERRY HOUSE SURGERY,Atorvastatin,313
MULBERRY MEDICAL PRACTICE,Atorvastatin,430
MULBERRY STREET MEDICAL PRACTICE,Lansoprazole,622
MUNDESLEY MEDICAL CENTRE,Lansoprazole,841
MUNRO MEDICAL CENTRE,Atorvastatin,2570
MURDISHAW,Omeprazole,712
MURTON MEDICAL CENTRE,Lansoprazole,1332
MUSEUM PRACTICE,Atorvastatin,288
MUSTERS MEDICAL PRACTICE,Atorvastatin,435
MY HEALTH GROUP,Atorvastatin,1429
MYTHE MEDICAL PRACTICE,Atorvastatin,977
MYTTON OAK MEDICAL PRACT.,Atorvastatin,545
N&S COMMUNITY DERMATOLOGY CLINIC,Emollients,54
N.B.PRIMARY CARE ENT SERVICE,Dexamethasone,3
NANTWICH HEALTH CENTRE,Atorvastatin,1022
NAPIER ROAD SURGERY,Atorvastatin,219
NARBOROUGH ROAD SURGERY,Atorvastatin,287
NARROWCLIFF SURGERY,Atorvastatin,1252
NASEBY MEDICAL CENTRE,Atorvastatin,199
NATIONAL ENHANCED SERVICE,Levothyroxine sodium,2
NAVENBY CLIFF VILLAGES SURGERY,Atorvastatin,860
NC GPA PLUS,Nicotine,346
NCH&C COMMUNITY NURSES (WEST),Wound Management & Other Dressings,12
NDC COMMUNITY SERVICES,Hyoscine butylbromide,5
NDUC GP OUT OF HOURS SERVICE (OOH),Nitrofurantoin,13
NDUC NEWCASTLE GATESHEAD OOH,Phenoxymethylpenicillin (Penicillin V),27
NDUC NORTH TYNESIDE OOH,Phenoxymethylpenicillin (Penicillin V),34
NDUC NORTHUMBERLAND OOH,Nitrofurantoin,106
NDUC SOUTH TEES OOH,Amlodipine,1
NEAS DARLINGTON CCG,Doxycycline hyclate,1
NEAS HAST CCG,Amoxicillin,1
NEAS NORTH TYNESIDE CCG,Amoxicillin,1
NEAS NORTHUMBERLAND CCG,Prochlorperazine maleate,1
NEAS SOUTH TEES CCG,Doxycycline hyclate,1
NEAS SOUTH TYNESIDE CCG,Amoxicillin,115
NEASDEN MEDICAL CENTRE,Atorvastatin,1028
NEASHAM ROAD SURGERY,Atorvastatin,1266
NEATH HILL HEALTH CENTRE,Atorvastatin,257
NECHELLS PRACTICE,Atorvastatin,504
NEE COMMUNITY SERVICES,Lymphoedema Garments,140
NEEDHAM MARKET COUNTRY PRACTICE,Atorvastatin,1423
NEETSIDE SURGERY,Omeprazole,386
NELC CHILDREN'S HEALTH PROVISION,Clotrimazole,1
NELFT COMMUNITY DIABETES SERVICE,Semaglutide,3
NELFT DEMENTIA CRISIS SUPPORT TEAM,Risperidone,17
NELFT EWMHS,Fluoxetine hydrochloride,51
NELFT OOH,Nitrofurantoin,9
NELFT SOUTH WEST ESSEX CS,Methylphenidate hydrochloride,66
NELFT THURROCK SERVICES,Nitrofurantoin,21
NELFT VIRTUAL FRAILTY WARD,Rivastigmine,4
NELPCT OUT OF HOURS SERVICE,Amoxicillin,80
