Prescriber,Substancia,Quantidade
MERRIDALE MEDICAL CENTRE (RP TEW),Lansoprazole,918
MERROW PARK SURGERY,Atorvastatin,482
MERSEYCARE LONG COVID SERVICE KNOWSLEY,Beclometasone dipropionate,1
MERSEYCARE NHS TRUST,Amoxicillin,28
MERSEYCARE NHS TRUST - NMP,Amoxicillin,318
MERSHAM MEDICAL CENTRE,Amlodipine,209
MERSTOW GREEN MEDICAL PRACTICE,Atorvastatin,1368
MERTON CCG SLDUC OOH,Cefalexin,1
MERTON CCG-CLCH (NMP),Wound Management & Other Dressings,167
MERTON GP FEDERATION,Amoxicillin,45
MERTON LODGE SURGERY,Atorvastatin,1019
MERTON REHAB BEDS,Paracetamol,24
MESNES VIEW SURGERY,Omeprazole,355
METRO INTERCHANGE SURGERY,Atorvastatin,752
MEVAGISSEY SURGERY,Omeprazole,561
MEXBOROUGH HEALTH CENTRE,Atorvastatin,662
MFT ADULT COMMUNITY SERVICES,Wound Management & Other Dressings,295
MFT CHILDRENS COMMUNITY SERVICES,Emollients,9
MHH GP ACCESS HUBS OOH,Etonogestrel,16
MIAMI CLINIC - ST LAWRENCE SURGERY,Amoxicillin,2
MICHAEL SOBELL HOSPICE,Theophylline,1
MICKLEOVER MEDICAL CENTRE,Omeprazole,460
MICKLEOVER SURGERY,Atorvastatin,301
MID DEVON MEDICAL PRACTICE,Atorvastatin,582
MID DOWNS MEDICAL PRACTICE,Atorvastatin,421
MID ESSEX CCG GP EXTENDED ACCESS HUB,Amoxicillin,49
MID MERSEY CYP EATING DISORDERS,Sertraline hydrochloride,33
MID SUSSEX HEALTH CARE,Atorvastatin,1055
MIDAS,Methadone hydrochloride,2471
MIDDLE CHARE MEDICAL GROUP,Atorvastatin,1699
MIDDLEPORT MEDICAL CENTRE,Atorvastatin,488
MIDDLESBROUGH 0-19 HCP,Nystatin,3
MIDDLESTOWN,Atorvastatin,1107
MIDDLETON HEALTH CENTRE,Atorvastatin,381
MIDDLETON LODGE PRACTICE,Atorvastatin,1383
MIDDLEWAY SURGERY,Omeprazole,784
MIDDLEWICH ROAD SURGERY,Atorvastatin,1029
MIDDLEWOOD PARTNERSHIP,Atorvastatin,2500
MIDLANDS MEDICAL PARTNERSHIP,Atorvastatin,3983
MIDWAY LANGLEY HOUSE CLCH,Colecalciferol,14
MIDWAY SURGERY,Atorvastatin,755
MILBORNE PORT SURGERY,Atorvastatin,738
MILDMAY MEDICAL PRACTICE,Atorvastatin,255
MILE LANE HEALTH CENTRE,Atorvastatin,315
MILE OAK MEDICAL CENTRE,Atorvastatin,505
MILEHOUSE MEDICAL PRACTICE,Atorvastatin,342
MILL BANK,Omeprazole,740
MILL ROAD SURGERY,Atorvastatin,2358
MILL STREAM SURGERY,Atorvastatin,393
MILL STREET MEDICAL CTR.,Atorvastatin,1062
MILL VIEW SURGERY,Atorvastatin,349
MILLBANK MEDICAL CENTRE,Atorvastatin,773
MILLBARN MEDICAL CENTRE,Atorvastatin,298
MILLBROOK MEDICAL CENTRE,Atorvastatin,1128
MILLBROOK MEDICAL PRACTICE,Atorvastatin,204
"MILLBROOK SURGERY, CASTLE CARY",Influenza,2063
MILLCROFT MEDICAL CENTRE,Atorvastatin,1680
MILLENNIUM FAMILY PRACTICE,Atorvastatin,735
MILLENNIUM MEDICAL CENTRE,Atorvastatin,512
MILLER STREET SURGERY,Atorvastatin,713
MILLFIELD MEDICAL GROUP,Lansoprazole,1881
MILLFIELD SURGERY,Atorvastatin,613
MILLGATE HEALTHCARE PARTNERSHIP,Atorvastatin,2058
MILLRISE MEDICAL PRACTICE,Atorvastatin,829
MILLVIEW MEDICAL CENTRE,Atorvastatin,1246
MILLVIEW SURGERY,Atorvastatin,751
MILLWAY MEDICAL PRACTICE,Atorvastatin,933
MILMAN & KENNET SURGERY,Atorvastatin,944
MILNROW VILLAGE PRACTICE,Omeprazole,452
MILTON ABBAS SURGERY,Atorvastatin,490
MILTON KEYNES VILLAGE SURG,Atorvastatin,363
MILTON ROAD SURGERY,Atorvastatin,286
MILTON SURGERY,Atorvastatin,441
MINCHINHAMPTON SURGERY,Omeprazole,348
MINEHEAD MEDICAL CENTRE,Omeprazole,937
MINET GREEN HEALTH PRACTICE,Atorvastatin,996
MINOR INJURIES CLINIC,Clarithromycin,2
MINOR INJURIES UNIT,Flucloxacillin sodium,92
MINOR INJURY UNIT-EXMOUTH,Flucloxacillin sodium,28
MINOR SURGERY & DERMATOLOGY UNIT,Clobetasol propionate,1
MINOR SURGERY LES,Bimatoprost,1
MINOR SURGERY SERVICE LIVERPOOL,Flucloxacillin sodium,1
MINSTER MEDICAL PRACTICE,Atorvastatin,1047
MINSTER SURGERY,Atorvastatin,977
MIRAH DAY HOSPITAL,Donepezil hydrochloride,3
MIRFIELD HEALTH CENTRE,Atorvastatin,1456
MIRFIELD SURGERY,Atorvastatin,497
MIRIAM MINOR EMERGENCY,Amoxicillin,189
MIRIAM PRIMARY CARE GROUP,Omeprazole,1275
MITCHAM FAMILY PRACTICE,Atorvastatin,204
MITCHELDEAN SURGERY,Atorvastatin,671
MITCHLEY AVENUE SURGERY,Colecalciferol,7
MK CHILDREN'S PRIMARY CARE TEAM,Amoxicillin,65
MK ENT SERVICE,Fluticasone propionate/azelastine hydrochloride (Nasal),5
MK URGENT CARE SERVICES OOH,Amoxicillin,217
MKGP ACCESS,Hydrocortisone,12
MOAT HOUSE SURGERY,Atorvastatin,1521
MOATFIELD SURGERY,Atorvastatin,758
MOCHA PARADE MEDICAL PRACTICE,Atorvastatin,212
MOCKETTS WOOD SURGERY,Atorvastatin,681
MODALITY AWC EXTENDED ACCESS,Amoxicillin,1
MODALITY COMMUNITY SERVICES,Emollients,251
MODALITY DARLASTON PRACTICE,Atorvastatin,266
MODALITY ENKI MEDICAL PRACTICE,Atorvastatin,673
MODALITY LEWISHAM (ML),Atorvastatin,1518
MODALITY MID SUSSEX,Atorvastatin,1813
MODALITY PARTNERSHIP (AWC),Lansoprazole,7320
MODALITY PARTNERSHIP (HULL),Lansoprazole,4660
MODBURY HEALTH CENTRE,Atorvastatin,566
MODERN MEDICAL CENTRE,Atorvastatin,473
MOLEBRIDGE PRACTICE,Atorvastatin,334
MOLESEY COMMUNITY HOSPITAL,Amoxicillin,1
MOLLISON WAY SURGERY,Atorvastatin,351
MONARCH MEDICAL CENTRE,Atorvastatin,351
MONK BRETTON HEALTH CENTRE PRACTICE,Atorvastatin,228
MONKFIELD MEDICAL PRACTICE,Atorvastatin,406
MONKS PARK SURGERY,Atorvastatin,505
MONKSEATON MEDICAL CENTRE,Atorvastatin,617
MONKWEARMOUTH HEALTH CENTRE,Atorvastatin,983
MONTAGUE MEDICAL PRACTICE,Atorvastatin,637
MONTGOMERY HOUSE SURGERY,Atorvastatin,980
MONTPELIER HEALTH CENTRE,Atorvastatin,746
MONTPELIER SURGERY,Atorvastatin,177
MOOR GREEN LANE MED.CTR.,Atorvastatin,238
MOOR PARK MEDICAL PRACTICE,Atorvastatin,251
MOORDOWN MEDICAL CENTRE,Atorvastatin,436
MOORE STREET MEDICAL CENTRE,Atorvastatin,734
MOORFIELD HOUSE SURGERY,Atorvastatin,740
MOORLANDS SURGERY,Atorvastatin,1399
MOORSIDE MEDICAL PRACTICE,Atorvastatin,350
MOORSIDE SURGERY,Atorvastatin,1645
MORDEN HALL MEDICAL CENTRE,Atorvastatin,900
MORECAMBE SURGERY,Atorvastatin,547
MOREDON MEDICAL CENTRE,Atorvastatin,1193
MORETON CROSS GROUP PRACTICE,Omeprazole,526
MORETON HEALTH CLINIC,Atorvastatin,528
MORETON MEDICAL CENTRE,Atorvastatin,376
MORETONHAMPSTEAD HEALTH CENTRE,Atorvastatin,298
MORLAND HOUSE SURGERY,Atorvastatin,1214
MORLAND ROAD SURGERY,Amlodipine,367
MORRAB SURGERY,Omeprazole,790
MORRIS HOUSE GROUP PRACTICE,Atorvastatin,922
MORTHEN ROAD SURGERY,Atorvastatin,1410
MORTIMER SURGERY,Omeprazole,1154
MOSAIC,Methadone hydrochloride,8
MOSBOROUGH HEALTH CENTRE,Atorvastatin,909
MOSELEY AVENUE SURGERY,Omeprazole,649
MOSELEY MEDICAL CENTRE,Atorvastatin,117
MOSS GROVE SURGERY,Atorvastatin,1514
MOSS SIDE MEDICAL CENTRE,Atorvastatin,347
MOSS STREET SURGERY,Atorvastatin,516
MOSS WAY,Atorvastatin,286
MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE,Atorvastatin,363
MOSSLEY MEDICAL PRACTICE,Atorvastatin,167
MOSTAFA PMS,Amlodipine,430
MOTE,Omeprazole,781
MOULSHAM LODGE SURGERY,Fexofenadine hydrochloride,2
MOULTON MEDICAL CENTRE,Atorvastatin,750
MOULTON SURGERY,Atorvastatin,979
MOUNT AVENUE SURGERY,Atorvastatin,579
MOUNT CHAMBERS MEDICAL PRACTICE,Atorvastatin,1762
MOUNT FARM SURGERY,Atorvastatin,1387
MOUNT GROUP PRACTICE,Atorvastatin,1252
MOUNT MEDICAL CENTRE,Atorvastatin,400
MOUNT PLEASANT HEALTH CENTRE,Atorvastatin,1075
MOUNT PLEASANT MED CENTRE,Atorvastatin,1338
MOUNT ROAD SURGERY,Atorvastatin,582
MOUNT STUART HOSPITAL NHS OUTPATIENTS,Nitrofurantoin,5
MOUNTWOOD SURGERY,Atorvastatin,784
MOWBRAY HOUSE SURGERY,Atorvastatin,2663
MOXLEY MEDICAL CENTRE,Atorvastatin,236
MP VICTORIA MILL,Atorvastatin,248
MSK COMMUNITY SERVICES,Omeprazole,1
MUCH BIRCH SURGERY,Atorvastatin,596
MUCH HADHAM HEALTH CENTRE,Atorvastatin,552
MUCH WENLOCK & CRESSAGE MEDICAL PRACTICE,Atorvastatin,909
MULBERRY HOUSE SURGERY,Atorvastatin,298
MULBERRY MEDICAL PRACTICE,Atorvastatin,492
MULBERRY STREET MEDICAL PRACTICE,Atorvastatin,679
MUNDESLEY MEDICAL CENTRE,Lansoprazole,757
MUNRO MEDICAL CENTRE,Atorvastatin,2582
MURDISHAW,Omeprazole,665
MURTON MEDICAL CENTRE,Lansoprazole,1380
MUSEUM PRACTICE,Atorvastatin,279
MUSTERS MEDICAL PRACTICE,Atorvastatin,452
MY HEALTH GROUP,Atorvastatin,1436
MYTHE MEDICAL PRACTICE,Atorvastatin,924
MYTTON OAK MEDICAL PRACT.,Atorvastatin,540
N&S COMMUNITY DERMATOLOGY CLINIC,Emollients,17
N.B.PRIMARY CARE ENT SERVICE,Dexamethasone,2
NANTWICH HEALTH CENTRE,Atorvastatin,1034
NAPIER ROAD SURGERY,Atorvastatin,213
NARBOROUGH ROAD SURGERY,Atorvastatin,317
NARROWCLIFF SURGERY,Atorvastatin,1268
NASEBY MEDICAL CENTRE,Atorvastatin,253
NAVENBY CLIFF VILLAGES SURGERY,Atorvastatin,877
NC GPA PLUS,Nicotine,427
NCH&C COMMUNITY NURSES (WEST),Prednisolone,24
NDC COMMUNITY SERVICES,Dry Mouth Products,4
NDUC GP OUT OF HOURS SERVICE (OOH),Amoxicillin,15
NDUC NEWCASTLE GATESHEAD OOH,Amoxicillin,25
NDUC NORTH TYNESIDE OOH,Phenoxymethylpenicillin (Penicillin V),47
NDUC NORTHUMBERLAND OOH,Nitrofurantoin,130
NEAS HAST CCG,Doxycycline hyclate,1
NEAS NEWCASTLE GATESHEAD CCG,Phenoxymethylpenicillin (Penicillin V),2
NEAS NORTH TYNESIDE CCG,Naproxen,1
NEAS SOUTH TYNESIDE CCG,Amoxicillin,129
NEAS SUNDERLAND CCG,Cyclizine hydrochloride,1
NEASDEN MEDICAL CENTRE,Atorvastatin,976
NEASHAM ROAD SURGERY,Atorvastatin,1137
NEATH HILL HEALTH CENTRE,Atorvastatin,235
NECHELLS PRACTICE,Atorvastatin,490
NEE COMMUNITY SERVICES,Lymphoedema Garments,72
NEECH WARD,Morphine sulfate,2
NEEDHAM MARKET COUNTRY PRACTICE,Atorvastatin,1515
NEETSIDE SURGERY,Omeprazole,369
NELC CHILDREN'S HEALTH PROVISION,Clotrimazole,3
NELFT COMMUNITY DIABETES SERVICE,Semaglutide,7
NELFT DEMENTIA CRISIS SUPPORT TEAM,Diazepam,10
NELFT EWMHS,Sertraline hydrochloride,62
NELFT OOH,Nitrofurantoin,4
NELFT SOUTH WEST ESSEX CS,Methylphenidate hydrochloride,78
NELFT THURROCK SERVICES,Wound Management & Other Dressings,12
NELFT VIRTUAL FRAILTY WARD,Co-codamol (Codeine phosphate/paracetamol),4
NELPCT OUT OF HOURS SERVICE,Amoxicillin,116
NELSON MEDICAL CENTRE,Atorvastatin,466
NELSON MEDICAL GROUP,Atorvastatin,667
NELSON MEDICAL PRACTICE,Atorvastatin,537
NEMS CBS MID NOTTS OOH,Amoxicillin,230
NEMS OOH,Amoxicillin,65
NENE VALLEY AND HODGSON MEDICAL PRACTICE,Atorvastatin,1455
NENE VALLEY SURGERY,Levothyroxine sodium,651
NESTON MEDICAL CENTRE,Atorvastatin,750
NESTON SURGERY,Lansoprazole,962
NETHERFIELD HOUSE,Atorvastatin,563
NETHERGREEN SURGERY,Atorvastatin,896
NETHERLEY HEALTH CENTRE,Atorvastatin,407
NETHERTON SURGERY,Atorvastatin,209
NETTLEBED SURGERY,Atorvastatin,434
NETTLEHAM MEDICAL PRACTICE,Atorvastatin,1688
NEURO & OLD AGE PSYCHIATRY,Memantine hydrochloride,80
NEURO & OLD AGE PSYCHIATRY - MAPLE HOUSE,Memantine hydrochloride,9
NEURODEVELOPMENT SERVICE HAMPSHIRE,Lisdexamfetamine dimesylate,18
NEURODEVELOPMENT SERVICE SURREY,Methylphenidate hydrochloride,48
NEUROLOGY LONG TERM CONDITIONS,Co-careldopa (Carbidopa/levodopa),1
NEVILLE ROAD SURGERY,Atorvastatin,136
NEW ADDINGTON GROUP PRACTICE,Atorvastatin,574
NEW BANK HEALTH,Atorvastatin,388
NEW BARN CLOSE SURGERY,Atorvastatin,1197
NEW COLLEGIATE MEDICAL CENTRE,Atorvastatin,1074
NEW COURT SURGERY,Atorvastatin,1582
NEW CROSS CENTRE (HURLEY GROUP),Atorvastatin,346
NEW DOVER ROAD SURGERY,Atorvastatin,429
NEW ELTHAM AND BLACKFEN MEDICAL CENTRE,Atorvastatin,414
NEW FOREST MEDICAL GROUP,Atorvastatin,644
NEW HALL HOSPITAL,Flucloxacillin sodium,4
NEW HAYESBANK EYE CLINIC,Dexamethasone,11
NEW HAYESBANK SURGERY,Atorvastatin,1163
NEW HOPE,Methadone hydrochloride,80
NEW HORIZONS MEDICAL PARTNERSHIP,Omeprazole,1465
NEW INVENTION HEALTH CENTRE,Atorvastatin,405
NEW ISLINGTON MEDICAL CENTRE,Atorvastatin,494
NEW LONGTON SURGERY,Atorvastatin,267
NEW LYMINGE SURGERY,Atorvastatin,410
NEW MEDICAL CENTRE,Atorvastatin,1436
NEW NORTH HEALTH CENTRE,Atorvastatin,141
NEW OTLEY ROAD MEDICAL PRACTICE,Atorvastatin,618
NEW OTTERSHAW SURGERY,Atorvastatin,226
NEW POND ROW SURGERY,Atorvastatin,474
NEW QUEEN STREET SURGERY,Atorvastatin,1426
NEW RIVER HEALTH,Atorvastatin,1359
NEW ROAD MEDICAL CENTRE,Atorvastatin,131
NEW ROAD SURGERY,Atorvastatin,927
NEW ROAD SURGERY BROMSGROVE,Omeprazole,412
NEW SILKSWORTH MEDICAL PRACTICE,Atorvastatin,1304
NEW SOUTHGATE SURGERY,Atorvastatin,734
NEW STREET & NETHERTON GROUP PRACTICE,Atorvastatin,636
NEW STREET SURGERY,Atorvastatin,309
NEW WASHINGTON MEDICAL GROUP,Lansoprazole,980
NEW WOKINGHAM ROAD SURGERY,Atorvastatin,324
NEWARK LOCALITY EXTENDED ACCESS,Estradiol with progestogen,2
NEWARK ROAD SURGERY,Citalopram hydrobromide,6
NEWBOLD SURGERY,Lansoprazole,743
NEWBOLD VERDON MED.PRACT.,Atorvastatin,1571
NEWBRIDGE SURGERY,Atorvastatin,1054
NEWBURN SURGERY,Atorvastatin,920
NEWBURY GREEN MEDICAL PRACTICE,Atorvastatin,1469
NEWBURY GROUP PRACTICE,Atorvastatin,946
NEWBURY STREET PRACTICE,Omeprazole,927
NEWCASTLE DIABETES CENTRE,Insulin aspart,21
NEWCASTLE GP IN A&E SERVICE,Codeine phosphate,33
NEWCASTLE GP IN MOLINEUX WIC,Amoxicillin,1
NEWCASTLE HOSPITALS COMMUNITY HEALTH,Amoxicillin,373
NEWCASTLE MEDICAL CENTRE,Sertraline hydrochloride,227
NEWGATE MEDICAL GROUP,Atorvastatin,3530
NEWHALL SURGERY,Atorvastatin,572
NEWHAM GP CO-OP OOH,Amoxicillin,441
NEWHAM MEDICAL CENTRE,Atorvastatin,1421
NEWHAM NHS URGENT CARE CENTRE,Amoxicillin,60
NEWHAM PCN,Amoxicillin,488
NEWHAM PRIMARY CARE EXTENDED ACCESS,Amoxicillin,23
NEWHAM TRANSITIONAL PRACTICE,Atorvastatin,415
NEWHAM VICARAGE PRACTICE,Atorvastatin,487
NEWHOLME SURGERY,Co-codamol (Codeine phosphate/paracetamol),310
NEWINGTON ROAD SURGERY,Atorvastatin,491
NEWLAND SURGERY,Atorvastatin,414
NEWLANDS MEDICAL CENTRE,Lansoprazole,826
NEWMEDICA BRISTOL,Latanoprost,22
NEWMEDICA COMMUNITY OPHTHALMOLOGY,Eye Products,21
NEWMEDICA DERBY AND DERBYSHIRE,Dexamethasone,13
NEWMEDICA GLOUCESTERSHIRE,Eye Products,20
NEWMEDICA GLOUCESTERSHIRE (BRIGHOUSE),Eye Products,8
NEWMEDICA SHREWSBURY,Bromfenac,1
NEWMEDICA TEESSIDE,Dexamethasone,67
NEWMEDICA WAKEFIELD,Dexamethasone,12
NEWNHAM SURGERY,Omeprazole,348
NEWNHAM WALK SURGERY,Sertraline hydrochloride,342
NEWPORT HEALTH CENTRE,Atorvastatin,1746
NEWPORT MEDICAL GROUP,Atorvastatin,603
NEWPORT PAGNELL MED.CTR.,Atorvastatin,1219
NEWPORT SURGERY,Atorvastatin,714
NEWQUAY HEALTH CENTRE,Atorvastatin,1291
NEWSOME SURGERY,Lansoprazole,418
NEWTHORPE MEDICAL PRACTICE,Atorvastatin,515
NEWTON COMMUNITY HOSPITAL PRACTICE,Atorvastatin,312
NEWTON DRIVE HEALTH CENTRE,Atorvastatin,920
NEWTON HEATH MEDICAL CENTRE,Atorvastatin,478
NEWTON MEDICAL CENTRE,Influenza,1130
NEWTON PLACE SURGERY,Atorvastatin,1488
NEWTON SURGERY,Atorvastatin,642
NEWTONS PRACTICE,Colecalciferol,531
NEWTOWN MEDICAL PRACTICE,Atorvastatin,756
NEWTOWN SURGERY,Atorvastatin,845
NEXUS HEALTH GROUP,Atorvastatin,4643
NHS 111 FIRST CLINICAL ADVICE SERVICE,Ciprofloxacin,1
NHS 111 OOH,Amoxicillin,167
NHS BWD SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,906
NHS COVENTRY HEALTHCARE & WIC,Amoxicillin,415
NHS FYLDE & WYRE CCG,Wound Management & Other Dressings,1333
NHS GYW CONTINENCE SERVICE,Citalopram hydrobromide,1
NHS GYW HEALTH VISITORS,Dimeticone (Parasiticidal),2
NHS KERNOW LIVI - EMIS,Sertraline hydrochloride,23
NHS KERNOW LIVI - TPP,Flucloxacillin sodium,3
NHS LINCOLNSHIRE CCG LIVI SYSTMONE HUB,Sertraline hydrochloride,23
NHS LIVERPOOL DIABETES PARTNERSHIP,Other Appliances,4
NHS NORTHAMPTONSHIRE CCG,Morphine sulfate,29
NHS PRACTITIONER HEALTH PROGRAMME,Sertraline hydrochloride,47
NHS ROTHERHAM CONTINENCE DEPT,Catheters,588
NHS ROTHERHAM STOMA PRESCRIBING SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),273
NHS SOLENT EAST,Other Appliances,4
NHS STOCKPORT COMMUNITY HEALTH,Wound Management & Other Dressings,39
NIDDERDALE GROUP PRACTICE,Levothyroxine sodium,1036
NIGHTINGALE HOUSE,Colecalciferol,104
NIGHTINGALE HOUSE SURGERY,Atorvastatin,718
NIGHTINGALE MEDICAL CENTRE,Atorvastatin,500
NIGHTINGALE SURGERY,Atorvastatin,193
NIGHTINGALE VALLEY PRACTICE,Atorvastatin,564
NIMBUS CARE LTD,Sertraline hydrochloride,30
NL EXTENDED ACCESS,Amoxicillin,50
NLHOSPICECARE TEAM,Oxycodone hydrochloride,3
NMP CASTLE POINT AND ROCHFORD CCG,Wound Management & Other Dressings,265
NMP CCS - CYP SERVICE UNIT,Emollients,5
NMP CPFT - CAMB CITY & S CAMBS UNIT,Venous Ulcer Compression System,2
NMP CPFT - GREATER PETERBOROUGH UNIT,Glycerol,1
NMP CPFT - HUNTS UNIT,Wound Management & Other Dressings,3
NMP CPFT-PBORO HEALTH VISITORS,Nystatin,1
NMP ENHANCED COMM MHT OLDER ADULTS,Mirtazapine,1
NMP SOUTHERN HEALTH (FAREHAM & GOSPORT),Donepezil hydrochloride,15
NMP SOUTHERN HEALTH (NORTH HANTS),Olanzapine,11
NMP SOUTHERN HEALTH (SOUTH EAST HANTS),Sacubitril/valsartan,16
NMP SOUTHERN HEALTH (WEST HANTS),Wound Management & Other Dressings,12
NMPS TRAFFORD LCO,Wound Management & Other Dressings,767
NMS CGL NOTTINGHAMSHIRE,Methadone hydrochloride,2364
NON MEDICAL PRESCRIBERS,Salbutamol,7
NON MEDICAL PRESCRIBING,Emollients,99
NON MEDICAL PRESCRIBING SOUTHEND CCG,Wound Management & Other Dressings,2189
NOOK SURGERY,Atorvastatin,295
NORBURY HEALTH CENTRE (02),Atorvastatin,638
NORFOLK & WAVENEY LIVI PRIM CARE SYS1,Flucloxacillin sodium,14
NORFOLK PARK HEALTH CENTRE,Omeprazole,429
NORFOLK STREET SURGERY,Atorvastatin,1238
NORHEADS LANE SURGERY,Atorvastatin,175
NORK CLINIC,Atorvastatin,634
NORMANBY MEDICAL CENTRE,Atorvastatin,1766
NORTH & WEST BRISTOL LOCALITY,Venous Ulcer Compression System,1
NORTH AVENUE SURGERY,Atorvastatin,184
NORTH BADDESLEY SURGERY,Ramipril,470
NORTH BEVERLEY MEDICAL CENTRE,Lansoprazole,329
NORTH BRINK PRACTICE,Atorvastatin,2041
NORTH CAMP SURGERY,Omeprazole,243
NORTH CHELMSFORD NHS HCC,Atorvastatin,455
NORTH CLACTON MEDICAL PRACTICE,Atorvastatin,1593
NORTH COTSWOLDS LOCALITY N. PRESCRIBER,Co-amoxiclav (Amoxicillin/clavulanic acid),1
NORTH CROYDON MEDICAL CENTRE,Amlodipine,304
NORTH CURRY,Atorvastatin,606
NORTH DEVON TRUST NMPS,Lymphoedema Garments,39
NORTH DURHAM CCG FT COMMUNITY PRACTICE,Wound Management & Other Dressings,18
NORTH EAST ESSEX DIABETES SERVICE,Co-amoxiclav (Amoxicillin/clavulanic acid),33
NORTH EAST ESSEX MECS,Dexamethasone,6
NORTH EAST LINCOLNSHIRE DERMATOLOGY,Isotretinoin,45
NORTH EAST LINCOLNSHIRE VOCARENHS111 OOH,Amoxicillin,6
NORTH END MEDICAL CENTRE,Atorvastatin,908
NORTH FULHAM SURGERY,Atorvastatin,570
NORTH HARBOUR MEDICAL GROUP,Omeprazole,681
NORTH HERTS EXTENDED ACCESS HUB,Omeprazole,9
NORTH HOUSE SURGERY,Atorvastatin,2441
NORTH HYDE ROAD SURGERY,Atorvastatin,326
NORTH KENSINGTON MEDICAL CENTRE,Atorvastatin,360
NORTH LEVERTON SURGERY,Colecalciferol,645
NORTH LINCOLNSHIRE OOH,Amoxicillin,112
NORTH LINCS DERMATOLOGY SERVICE,Isotretinoin,78
NORTH LONDON HOSPICE,Haloperidol,1
NORTH MANCHESTER CARE HOME PILOT,Paracetamol,17
NORTH NORFOLK COVID RESPONSE,Lidocaine hydrochloride,1
NORTH NORFOLK HUB 2 (BIRCHWOOD),Amoxicillin,131
NORTH PARK HEALTH CENTRE,Atorvastatin,681
NORTH PETHERTON SURGERY,Omeprazole,647
NORTH PRESTON MEDICAL PRACTICE,Atorvastatin,861
"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR",Atorvastatin,891
NORTH ROAD WEST MED.CTR.,Omeprazole,756
NORTH SHOEBURY SURGERY,Atorvastatin,383
NORTH SHORE SURGERY,Atorvastatin,1699
NORTH SOMERSET COMM PAEDIATRIC SERVICE,Methylphenidate hydrochloride,23
NORTH STREET MEDICAL CARE,Atorvastatin,1014
NORTH SWINDON PRACTICE,Atorvastatin,1204
NORTH THORESBY SURGERY,Atorvastatin,1456
NORTH TRAFFORD GROUP PRACTICE,Atorvastatin,1655
NORTH TYNESIDE COMMUNITY SERVICE,Morphine sulfate,25
NORTH TYNESIDE HEALTH VISITORS,Clotrimazole,1
NORTH TYNESIDE PALLIATIVE CARE TEAM,Dry Mouth Products,1
NORTH TYNESIDE RECOVERY PARTNERSHIP,Methadone hydrochloride,296
NORTH WALK IN CENTRES,Flucloxacillin sodium,207
NORTH WARWICKSHIRE CRHT,Quetiapine,6
NORTH WEST MERTON PCN HUB,Coal tar,1
NORTH WINGFIELD MEDICAL CENTRE,Atorvastatin,432
NORTH WOOD GROUP PRACTICE,Atorvastatin,1127
NORTHALLERTON OOH,Nitrofurantoin,44
NORTHAM SURGERY,Atorvastatin,1518
NORTHAMPTON EXTENDED ACCESS,Amoxicillin,159
NORTHAMPTONSHIRE OOH SERVICE,Co-codamol (Codeine phosphate/paracetamol),1
NORTHBROOK HEALTH CENTRE,Atorvastatin,1133
NORTHDOWN SURGERY,Atorvastatin,695
NORTHENDEN GROUP PRACTICE,Atorvastatin,969
NORTHERN HEALTH GPPO HUB 4,Amoxicillin,69
NORTHERN MOOR MEDICAL PRACTICE,Atorvastatin,561
NORTHFIELD MEDICAL CENTRE,Atorvastatin,1050
NORTHFIELD SURGERY,Lansoprazole,916
NORTHFIELDS SURGERY,Atorvastatin,452
NORTHGATE,Atorvastatin,1120
NORTHGATE MEDICAL CENTRE,Atorvastatin,1016
NORTHGATE MEDICAL PRACTICE,Atorvastatin,964
NORTHGATE SURGERY,Influenza,1131
NORTHGATE VILLAGE SURGERY,Lansoprazole,339
NORTHIAM SURGERY,Atorvastatin,736
NORTHLANDS SURGERY,Atorvastatin,834
NORTHLANDS WOOD SURGERY,Levothyroxine sodium,296
NORTHPOINT,Atorvastatin,493
NORTHUMBERLAND 0-19 HCP,Emollients,14
NORTHUMBERLAND CHILD HEALTH CENTRE,Macrogol 3350,7
NORTHUMBERLAND COMMUNITY SERVICE,Lymphoedema Garments,42
NORTHUMBERLAND HEALTH,Atorvastatin,535
NORTHUMBERLAND HEATH MED.CTR.,Atorvastatin,1111
NORTHUMBERLAND HOUSE SURGERY,Atorvastatin,617
NORTHUMBERLAND PARK MEDICAL GROUP,Atorvastatin,703
NORTHUMBERLAND SEXUAL HEALTH SERVICE,Dequalinium chloride,1
NORTHWAY MEDICAL CENTRE,Atorvastatin,466
NORTHWOOD MEDICAL CENTRE,Atorvastatin,489
NORTON BROOK MEDICAL CENTRE,Atorvastatin,726
NORTON CANES HEALTH CENTRE,Atorvastatin,301
NORTON CANES PRACTICE,Atorvastatin,365
NORTON CANES SURGERY,Atorvastatin,160
NORTON MEDICAL CENTRE,Atorvastatin,2433
NORVIC FAMILY PRACTICE,Atorvastatin,871
NORWICH PRACTICES HEALTH CENTRE,Lansoprazole,693
NORWOOD MEDICAL CENTRE,Atorvastatin,1976
NORWOOD SURGERY,Omeprazole,884
NOTSPAR,Pregabalin,114
NOTTINGHAM CITYCARE,Prednisolone,13
NOTTINGHAM HOMELESS TEAM,Nicotine,2
NOTTINGHAM NHS URGENT CARE CENTRE,Flucloxacillin sodium,181
