Prescriber,Substancia,Quantidade
NHS ROTHERHAM STOMA PRESCRIBING SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),297
NHS SOLENT EAST,Fluticasone propionate (Inhalation),7
NHS STOCKPORT COMMUNITY HEALTH,Wound Management & Other Dressings,35
NIDDERDALE GROUP PRACTICE,Levothyroxine sodium,1037
NIGHTINGALE HOUSE,Colecalciferol,108
NIGHTINGALE HOUSE SURGERY,Atorvastatin,717
NIGHTINGALE MEDICAL CENTRE,Atorvastatin,549
NIGHTINGALE SURGERY,Atorvastatin,177
NIGHTINGALE VALLEY PRACTICE,Omeprazole,558
NIMBUSCARE,Desogestrel,12
NL EXTENDED ACCESS,Sertraline hydrochloride,5
NLHOSPICECARE TEAM,Oxycodone hydrochloride,3
NMP CASTLE POINT AND ROCHFORD CCG,Wound Management & Other Dressings,322
NMP CCS - CYP SERVICE UNIT,Nystatin,2
NMP CPFT - CAMB CITY & S CAMBS UNIT,Emollients,1
NMP CPFT - ELY & FENS UNIT,Midazolam hydrochloride,3
NMP CPFT - GREATER PETERBOROUGH UNIT,Lymphoedema Garments,3
NMP CPFT - HUNTS UNIT,Venous Ulcer Compression System,2
NMP CPFT-PBORO HEALTH VISITORS,Nystatin,1
NMP ENHANCED COMM MHT OLDER ADULTS,Lorazepam,1
NMP SOUTHERN HEALTH (FAREHAM & GOSPORT),Donepezil hydrochloride,25
NMP SOUTHERN HEALTH (NORTH HANTS),Zopiclone,12
NMP SOUTHERN HEALTH (SOUTH EAST HANTS),Sacubitril/valsartan,19
NMP SOUTHERN HEALTH (WEST HANTS),Lymphoedema Garments,26
NMPS TRAFFORD LCO,Wound Management & Other Dressings,690
NMS CGL NOTTINGHAMSHIRE,Methadone hydrochloride,2587
NON MEDICAL PRESCRIBERS,Wound Management & Other Dressings,7
NON MEDICAL PRESCRIBING,Emollients,96
NON MEDICAL PRESCRIBING SOUTHEND CCG,Wound Management & Other Dressings,2265
NOOK SURGERY,Atorvastatin,293
NORBURY HEALTH CENTRE (02),Atorvastatin,690
NORFOLK & WAVENEY LIVI PRIM CARE SYS1,Sertraline hydrochloride,24
NORFOLK PARK HEALTH CENTRE,Omeprazole,512
NORFOLK STREET SURGERY,Atorvastatin,1418
NORHEADS LANE SURGERY,Atorvastatin,187
NORK CLINIC,Atorvastatin,586
NORMANBY MEDICAL CENTRE,Atorvastatin,1841
NORTH & WEST BRISTOL LOCALITY,Elastic Hosiery,4
NORTH AVENUE SURGERY,Atorvastatin,216
NORTH BADDESLEY SURGERY,Atorvastatin,499
NORTH BEVERLEY MEDICAL CENTRE,Lansoprazole,337
NORTH BRINK PRACTICE,Atorvastatin,2189
NORTH CAMP SURGERY,Atorvastatin,247
NORTH CHELMSFORD NHS HCC,Atorvastatin,450
NORTH CLACTON MEDICAL PRACTICE,Atorvastatin,1640
NORTH COTSWOLDS LOCALITY N. PRESCRIBER,Wound Management & Other Dressings,4
NORTH CROYDON MEDICAL CENTRE,Amlodipine,319
NORTH CURRY,Atorvastatin,518
NORTH DEVON TRUST NMPS,Lymphoedema Garments,53
NORTH DURHAM CCG FT COMMUNITY PRACTICE,Wound Management & Other Dressings,24
NORTH EAST ESSEX DIABETES SERVICE,Denosumab,83
NORTH EAST ESSEX MECS,Eye Products,11
NORTH EAST LINCOLNSHIRE DERMATOLOGY,Emollients,44
NORTH EAST LINCOLNSHIRE VOCARENHS111 OOH,Co-amoxiclav (Amoxicillin/clavulanic acid),1
NORTH END MEDICAL CENTRE,Atorvastatin,1094
NORTH FULHAM SURGERY,Atorvastatin,504
NORTH HARBOUR MEDICAL GROUP,Omeprazole,686
NORTH HERTS EXTENDED ACCESS HUB,Desogestrel,13
NORTH HOUSE SURGERY,Atorvastatin,2618
NORTH HYDE ROAD SURGERY,Atorvastatin,305
NORTH KENSINGTON MEDICAL CENTRE,Atorvastatin,373
NORTH KENT DERMATOLOGY,Co-amoxiclav (Amoxicillin/clavulanic acid),3
NORTH LEEDS MP COMMUNITY CARE,Amoxicillin,1
NORTH LEVERTON SURGERY,Colecalciferol,742
NORTH LINCOLNSHIRE OOH,Flucloxacillin sodium,113
NORTH LINCS DERMATOLOGY SERVICE,Isotretinoin,94
NORTH LONDON HOSPICE,Buprenorphine,1
NORTH MANCHESTER CARE HOME PILOT,Paracetamol,10
NORTH MERTON PCN HUB,Aciclovir,1
NORTH NORFOLK COVID RESPONSE,Lansoprazole,1
NORTH NORFOLK HUB 2 (BIRCHWOOD),Flucloxacillin sodium,153
NORTH PARK HEALTH CENTRE,Atorvastatin,717
NORTH PETHERTON SURGERY,Omeprazole,898
NORTH PRESTON MEDICAL PRACTICE,Atorvastatin,835
"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR",Atorvastatin,969
NORTH ROAD WEST MED.CTR.,Omeprazole,759
NORTH SHOEBURY SURGERY,Atorvastatin,364
NORTH SHORE SURGERY,Atorvastatin,1842
NORTH SOMERSET COMM PAEDIATRIC SERVICE,Methylphenidate hydrochloride,16
NORTH STREET MEDICAL CARE,Atorvastatin,1044
NORTH SWINDON PRACTICE,Atorvastatin,1239
NORTH THORESBY SURGERY,Atorvastatin,1715
NORTH TRAFFORD GROUP PRACTICE,Atorvastatin,1631
NORTH TYNESIDE COMMUNITY SERVICE,Oxycodone hydrochloride,19
NORTH TYNESIDE RECOVERY PARTNERSHIP,Methadone hydrochloride,544
NORTH WALK IN CENTRES,Flucloxacillin sodium,183
NORTH WARWICKSHIRE CRHT,Diazepam,3
NORTH WEST MERTON PCN HUB,Amoxicillin,1
NORTH WINGFIELD MEDICAL CENTRE,Atorvastatin,473
NORTH WOOD GROUP PRACTICE,Atorvastatin,1096
NORTHALLERTON OOH,Phenoxymethylpenicillin (Penicillin V),24
NORTHAM SURGERY,Atorvastatin,1539
NORTHAMPTON EXTENDED ACCESS,Flucloxacillin sodium,63
NORTHAMPTONSHIRE OOH SERVICE,Doxycycline hyclate,1
NORTHBROOK HEALTH CENTRE,Atorvastatin,1298
NORTHDOWN SURGERY,Atorvastatin,756
NORTHENDEN GROUP PRACTICE,Atorvastatin,1003
NORTHERN HEALTH GPPO HUB 4,Paracetamol,82
NORTHERN MOOR MEDICAL PRACTICE,Atorvastatin,495
NORTHFIELD MEDICAL CENTRE,Atorvastatin,1135
NORTHFIELD SURGERY,Lansoprazole,939
NORTHFIELDS SURGERY,Atorvastatin,459
NORTHGATE,Atorvastatin,1211
NORTHGATE MEDICAL CENTRE,Atorvastatin,1132
NORTHGATE MEDICAL PRACTICE,Atorvastatin,1006
NORTHGATE SURGERY,Atorvastatin,690
NORTHGATE VILLAGE SURGERY,Lansoprazole,369
NORTHIAM SURGERY,Atorvastatin,863
NORTHLANDS SURGERY,Atorvastatin,911
NORTHLANDS WOOD SURGERY,Atorvastatin,301
NORTHPOINT,Atorvastatin,504
NORTHUMBERLAND 0-19 HCP,Emollients,11
NORTHUMBERLAND CHILD HEALTH CENTRE,Macrogol 3350,10
NORTHUMBERLAND COMMUNITY SERVICE,Lymphoedema Garments,39
NORTHUMBERLAND HEALTH,Atorvastatin,917
NORTHUMBERLAND HEATH MED.CTR.,Atorvastatin,1103
NORTHUMBERLAND HOUSE SURGERY,Atorvastatin,647
NORTHUMBERLAND PALLIATIVE CARE TEAM,Aluminium and magnesium and oxetacaine,1
NORTHUMBERLAND PARK MEDICAL GROUP,Atorvastatin,738
NORTHUMBERLAND SEXUAL HEALTH SERVICE,Camellia sinensis extract,1
NORTHWAY MEDICAL CENTRE,Atorvastatin,515
NORTHWOOD MEDICAL CENTRE,Atorvastatin,518
NORTON BROOK MEDICAL CENTRE,Atorvastatin,766
NORTON CANES HEALTH CENTRE,Atorvastatin,317
NORTON CANES PRACTICE,Atorvastatin,366
NORTON CANES SURGERY,Atorvastatin,173
NORTON MEDICAL CENTRE,Atorvastatin,2478
NORVIC FAMILY PRACTICE,Atorvastatin,934
NORWICH PRACTICES HEALTH CENTRE,Flucloxacillin sodium,883
NORWOOD MEDICAL CENTRE,Atorvastatin,2014
NORWOOD SURGERY,Omeprazole,866
NOTSPAR,Pregabalin,158
NOTTINGHAM CITYCARE,Prednisolone,6
NOTTINGHAM HOMELESS TEAM,Flucloxacillin sodium,3
NOTTINGHAM NHS URGENT CARE CENTRE,Flucloxacillin sodium,312
NOTTS APPLIANCE MANAGEMENT SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),1539
NOVA SCOTIA MEDICAL CNTR,Atorvastatin,510
NOVUM HEALTH PARTNERSHIP,Atorvastatin,761
NS EXTENDED ACCESS SERVICE TPP CLIENT,Hydrocortisone,1
NSC BOSWORTH HUB,Flucloxacillin sodium,25
NT&H COMM CARDIAC N,Bisoprolol fumarate,19
NT&H COMM DIAB N,Insulin aspart,3
NT&H COMM DIAB N DDES,Other Appliances,3
NT&H COMM MACMILLAN,Morphine sulfate,40
NT&H COMM MATRONS,Doxycycline hyclate,51
NT&H COMM MIDWIVES,Folic acid,22
NT&H COMM NURSES DN,Wound Management & Other Dressings,388
NT&H COMM RESP N,Prednisolone,38
NT&H COMM RR,Doxycycline hyclate,1
NUFFIELD HEALTH CENTRE,Atorvastatin,924
NUFFIELD HOUSE HEALTH CENTRE,Atorvastatin,1463
NUFFIELD ROAD MEDICAL CENTRE,Atorvastatin,1247
NUNWELL SURGERY,Atorvastatin,1263
NURSING HOME PROJECT TEAM (SOUTH),Other individually formulated bought in preparations,1
NURSING HOME SERVICES,Colecalciferol,654
NUTGROVE VILLA SURGERY,Atorvastatin,438
NUTWOOD MEDICAL PRACTICE,Atorvastatin,893
NW RESPIRATORY SERVICE,Flucloxacillin sodium,1
NWBH KNOWSLEY NMP SERVICES,Wound Management & Other Dressings,179
NWR COMMUNITY SERVICES,Sacubitril/valsartan,4
NWS INTEGRATED CARE SERVICES (NICS),Amoxicillin,435
NY HORIZONS HARROGATE,Methadone hydrochloride,269
NY HORIZONS NALLERTON,Methadone hydrochloride,171
NY HORIZONS SCARB,Methadone hydrochloride,423
NY HORIZONS SELBY,Methadone hydrochloride,164
NY HORIZONS SKIPTON,Methadone hydrochloride,104
NYVOCARENHS111 OOH,Amoxicillin,15
OADBY URGENT CARE CENTRE (DHU) OOH,Flucloxacillin sodium,253
OAK GABLES MEDICAL PRACTICE,Omeprazole,878
OAK GLEN SURGERY,Atorvastatin,325
OAK HALL,Atorvastatin,483
OAK LODGE MEDICAL CENTRE,Atorvastatin,1017
OAK STREET MEDICAL PRACT.,Atorvastatin,545
OAK TREE HEALTH CENTRE,Omeprazole,561
OAK TREE MEDICAL CENTRE,Atorvastatin,1124
OAK TREE SURGERY,Omeprazole,1981
OAK VALE MEDICAL CENTRE,Atorvastatin,993
OAKENHALL MEDICAL PRACT,Atorvastatin,479
OAKENHURST MEDICAL PRACTICE,Atorvastatin,696
OAKESWELL HEALTH CENTRE,Atorvastatin,1058
"OAKFIELD HEALTH CENTRE, PRACTICE 2",Atorvastatin,682
OAKFIELD SURGERY,Atorvastatin,1234
OAKFIELDS HEALTH GROUP,Atorvastatin,1332
OAKHAM MEDICAL PRACTICE,Atorvastatin,1456
OAKHAM URGENT CARE CENTRE (NDUC) OOH,Eye Products,1
OAKHAVEN HOSPICE TRUST,Amitriptyline hydrochloride,2
OAKHILL MEDICAL PRACTICE,Atorvastatin,446
OAKHILL SURGERY,Atorvastatin,311
OAKLANDS,Atorvastatin,872
OAKLANDS HEALTH CENTRE,Atorvastatin,1581
OAKLANDS HOSPITAL,Rivaroxaban,18
OAKLANDS SURGERY,Atorvastatin,1845
OAKLEAF,Atorvastatin,414
OAKLEIGH ROAD HEALTH CENTRE,Atorvastatin,630
OAKMEADOW SURGERY (GJ INGRAMS),Atorvastatin,947
OAKRIDGE PARK MEDICAL CENTRE,Atorvastatin,586
OAKS HEALTHCARE,Omeprazole,1165
OAKS PLACE SURGERY,Omeprazole,239
OAKSIDE SURGERY,Atorvastatin,624
OAKVIEW FAMILY PRACTICE,Levothyroxine sodium,154
OAKWOOD LANE MEDICAL PRACTICE,Atorvastatin,1197
OAKWOOD MEDICAL CENTRE,Atorvastatin,1736
OAKWOOD SURGERY,Atorvastatin,3090
OASIS PCN,Phenoxymethylpenicillin (Penicillin V),1
OBSERVATORY MEDICAL PRACTICE,Atorvastatin,452
OCCG COMMUNITY GYNAECOLOGY SERVICE,Other Appliances,3
OCTAGON MEDICAL PRACTICE,Atorvastatin,1750
ODDFELLOWS HALL & ST CLEMENTS,Atorvastatin,807
ODIHAM HEALTH CENTRE,Omeprazole,728
OHP HARLEQUIN EXTENDED ACCESS HUB,Flucloxacillin sodium,5
OHP LORDSWOOD EXTENDED ACCESS HUB,Flucloxacillin sodium,13
OHP MOBY PCN EXTENDED ACCESS HUB,Doxycycline hyclate,1
OHP OAKS MEDICAL CENTRE HUB,Hydrocortisone,4
OHP ROH EXTENDED ACCESS HUB,Sertraline hydrochloride,5
OHP SUTTON EXTENDED ACCESS HUB,Flucloxacillin sodium,1
OKEHAMPTON MEDICAL CENTRE,Atorvastatin,1879
OLD AGE PSYCH - WARK,Donepezil hydrochloride,8
OLD AGE PSYCHIATRY - COVENTRY,Memantine hydrochloride,4
OLD BRIDGE SURGERY,Atorvastatin,1492
OLD CATTON MEDICAL PRACTICE,Lansoprazole,374
OLD COULSDON MEDICAL PRACTICE,Levothyroxine sodium,734
OLD FARM SURGERY,Atorvastatin,551
OLD FIRE STATION SURGERY,Lansoprazole,1095
OLD FLETTON SURGERY,Atorvastatin,1366
OLD FORGE SURGERY,Atorvastatin,548
OLD HALL SURGERY,Lansoprazole,531
OLD HARLOW HEALTH CENTRE,Atorvastatin,997
OLD HILL MEDICAL CENTRE,Atorvastatin,239
OLD KENT ROAD SURGERY,Atorvastatin,444
OLD MILL AND MILLGATES MEDICAL PRACTICE,Atorvastatin,1133
OLD MILL SURGERY,Atorvastatin,961
OLD PARSONAGE SURGERY,Atorvastatin,353
OLD ROAD SURGERY,Atorvastatin,1102
OLD ROAD WEST SURGERY,Atorvastatin,656
OLD SCHOOL HOUSE SURGERY,Atorvastatin,424
OLD SCHOOL SURGERY,Atorvastatin,1489
OLD STATION SURGERY,Atorvastatin,1364
OLD SWAN HEALTH CENTRE,Atorvastatin,895
OLD TOWN SURGERY,Atorvastatin,403
OLDBURY HEALTH CENTRE,Atorvastatin,1464
OLDER AGE - AVON HOUSE,Amlodipine,1
OLDER AGE - CHARLTON LANE HOSPITAL,Donepezil hydrochloride,1
OLDER AGE - COLLIERS COURT,Donepezil hydrochloride,7
OLDER AGE - FIELDVIEW,Donepezil hydrochloride,14
OLDER AGE - SHERBOURNE HOUSE,Memantine hydrochloride,7
OLDER AGE - WEAVERS CROFT,Donepezil hydrochloride,3
OLDER PEOPLE'S MENTAL HEALTH LIAISON,Amisulpride,2
OLDER PEOPLES MENTAL HEALTH,Memantine hydrochloride,55
OLDFIELD FAMILY PRACTICE,Atorvastatin,613
OLDHAM 7 DAY ACCESS HUB 1 OOH,Amoxicillin,125
OLDHAM CARE ORGANISATION - NMP,Wound Management & Other Dressings,678
OLDHAM FAMILY PRACTICE,Atorvastatin,364
OLDHAM MEDICAL SERVICES,Atorvastatin,717
OLDHAM PENNINE LUNG SERVICE,Brinzolamide,1
OLDHAM TOTAL SKIN SERVICE,Isotretinoin,52
OLDHAM UNSCHEDULED CARE SERVICE,Flucloxacillin sodium,227
OLDWELL SURGERY,Atorvastatin,681
OLDWOOD SURGERY,Atorvastatin,584
OLIVE FAMILY PRACTICE,Atorvastatin,353
OLIVE MEDICAL CENTRE,Atorvastatin,546
OLIVER STREET SURGERY,Atorvastatin,656
OMBERSLEY MEDICAL CENTRE,Atorvastatin,680
OMNES HEALTHCARE LTD,Atorvastatin,787
OMNIA PRACTICE,Atorvastatin,807
ONE ASHFORD - ELECTIVE CARE NHS SERVICES,Clarithromycin,1
ONE MEDICARE DERMATOLOGY SERVICE,Colecalciferol,1
ONE MEDICARE LLP-THE LIGHT,Sertraline hydrochloride,279
ONGAR HEALTH CENTRE,Atorvastatin,1402
OPEN DOOR,Pregabalin,294
OPEN DOOR SURGERY,Atorvastatin,898
OPEROSE HEALTH OPHTHALMOLOGY - MEDWAY,Latanoprost,39
OPEROSE HEALTH OPHTHALMOLOGY HOUNSLOW,Latanoprost,25
OPH WORCESTERSHIRE COMMUNITY SERVICE,Latanoprost,54
OPHTHALMOLOGY (MOOREFIELDS),Latanoprost,3
OPHTHALMOLOGY CLINIC,Chloramphenicol,2
OPHTHALMOLOGY CLINIC HERNE BAY,Eye Products,2
OPHTHALMOLOGY-APCOS-JG,Eye Products,22
OPHTHALMOLOGY-APCOS-NOK,Dexamethasone,7
OPHTHALMOLOGY-COT-JG,Dexamethasone,2
OPTHALMOLOGY,Eye Products,7
OPTHALMOLOGY DEPARTMENT CANNOCK,Eye Products,5
OPTHALMOLOGY OUTPATIENT DEPARTMENT,Chloramphenicol,8
OPTIMUSEXTENDEDACCESS,Clobetasol propionate,1
ORCHARD 2000 GROUP,Atorvastatin,1316
ORCHARD COURT SURGERY,Atorvastatin,669
ORCHARD CROFT,Atorvastatin,909
ORCHARD END,Levothyroxine sodium,252
ORCHARD FAMILY PRACTICE,Atorvastatin,505
ORCHARD HOUSE SURGERY,Atorvastatin,1246
ORCHARD MEDICAL CENTRE,Atorvastatin,834
ORCHARD MEDICAL PRACTICE,Atorvastatin,2287
ORCHARD SURGERY,Atorvastatin,3825
"ORCHARD SURGERY,MELBOURN",Atorvastatin,820
ORCHID HOUSE SURGERY,Omeprazole,794
ORDSALL & CLAREMONT PCN HUB,Amoxicillin,111
ORDSALL HEALTH SURGERY,Atorvastatin,703
ORIENT HOUSE MEDICAL CENTRE,Atorvastatin,248
ORIENT ROAD MEDICAL PRACTICE,Atorvastatin,542
ORMSKIRK HOUSE SURGERY,Co-codamol (Codeine phosphate/paracetamol),555
ORMSKIRK MEDICAL PRACTICE,Atorvastatin,615
ORPINGTON PCN EXTENDED SERVICE,Flucloxacillin sodium,7
ORRELL PARK MEDICAL CENTRE,Atorvastatin,318
ORSETT SURGERY,Lansoprazole,467
ORTHOPAEDIC & RHEUMATOLOGY,Denosumab,12
OSMASTON SURGERY,Atorvastatin,659
OSSETT SURGERY,Atorvastatin,1623
OSWALD MEDICAL CENTRE,Atorvastatin,1518
OTFORD MEDICAL PRACTICE,Atorvastatin,557
OTTERFIELD MEDICAL CENTRE,Atorvastatin,619
OUGHTIBRIDGE SURGERY,Atorvastatin,559
OUNDLE,Atorvastatin,1254
OURNET HEALTH SERVICES,Amoxicillin,202
OUSE VALLEY PRACTICE,Atorvastatin,626
OUT OF HOURS CENTRE,Emollients,8
"OUTPATIENTS DEPARTMENT, MGH",Melatonin,3
OUTPATIENTS JUBILEE HEALTH CENTRE,Pridinol mesilate,1
OUTREACH NURSE PRACTITIONER,Wound Management & Other Dressings,4
OUTWOOD PARK MEDICAL CENTRE,Atorvastatin,956
OVER SURGERY,Atorvastatin,600
OVERDALE MEDICAL PRACTICE,Atorvastatin,492
OVERTON PARK SURGERY,Atorvastatin,663
OXFORD DRIVE MEDICAL CENTRE,Atorvastatin,302
OXFORD HEALTH FT COMM NMP,Lymphoedema Garments,28
OXFORD TCE & RAWLING RD MEDICAL GROUP,Atorvastatin,2663
OXFORDSHIRE ROADS TO RECOVERY,Methadone hydrochloride,1801
OXGATE GARDENS SURGERY,Atorvastatin,526
OXSHOTT MEDICAL PRACTICE,Atorvastatin,238
OXTED HEALTH CENTRE,Atorvastatin,825
P A PATEL SURGERY,Atorvastatin,211
PADDINGTON GREEN HEALTH CENTRE,Atorvastatin,790
PADDOCK AND LONGWOOD FAMILY PRACTICE,Atorvastatin,655
PADGATE MEDICAL CENTRE,Omeprazole,400
PADIHAM GROUP PRACTICE,Atorvastatin,1269
PAEDIATRIC CONTINENCE SERVICE,Oxybutynin,2
PAGE HALL MEDICAL CENTRE,Atorvastatin,618
PAHNT COMMUNITY SERVICES,Lymphoedema Garments,165
PAIN MANAGEMENT SOUTH,Ibuprofen,3
PAK HEALTH CENTRE,Atorvastatin,405
PALACE ROAD SURGERY,Atorvastatin,562
PALFREY HEALTH CENTRE,Colecalciferol,564
PALLIATIVE CARE,Morphine sulfate,32
PALLIATIVE CARE (RH),Oxycodone hydrochloride,7
PALLIATIVE CARE CLINIC,Oxycodone hydrochloride,8
PALLIATIVE CARE NORTH,Other Appliances,1
PALLIATIVE CARE SERVICE,Morphine sulfate,35
PALLIATIVE CARE-YORK,Midazolam hydrochloride,7
PALLIATIVE MEDICINE,Dexamethasone,2
PALLION FAMILY PRACTICE,Atorvastatin,1309
PALLION PRIMARY CARE SERVICES,Sertraline hydrochloride,11
PALMERSTON ROAD SURGERY,Atorvastatin,231
PALMS HERTFORDSHIRE COMMUNITY TRUST,Fluoxetine hydrochloride,22
PANACEA FEDERATION,Sertraline hydrochloride,2
PAPWORTH SURGERY,Atorvastatin,667
PARADISE MEDICAL CENTRE,Atorvastatin,597
PARADISE ROAD PRACTICE,Atorvastatin,166
PARBOLD SURGERY,Atorvastatin,479
PARCHMORE MEDICAL CENTRE,Amlodipine,713
PARCLIFFE MEDICAL CENTRE,Atorvastatin,1563
PARISH FIELDS PRACTICE,Atorvastatin,904
PARISHES BRIDGE MED.PRACT,Atorvastatin,514
PARK AVE MED CNT & KINGS HEATH PRACTICE,Atorvastatin,1708
PARK CRESCENT HEALTH CENTRE,Atorvastatin,695
PARK EDGE PRACTICE,Atorvastatin,507
PARK END SURGERY,Levothyroxine sodium,245
PARK FARM MEDICAL CENTRE,Influenza,3120
PARK GRANGE MEDICAL CENTRE,Atorvastatin,376
PARK GREEN SURGERY,Atorvastatin,2578
PARK HOUSE,Atorvastatin,308
PARK HOUSE MEDICAL CENTRE,Colecalciferol,932
PARK HOUSE SURGERY,Omeprazole,303
PARK LANE MEDICAL CENTRE,Omeprazole,756
PARK LANE PRACTICE,Atorvastatin,857
PARK LANE SURGERY,Atorvastatin,2788
PARK LEYS MEDICAL PRACTICE,Atorvastatin,1263
PARK MEDICAL CENTRE,Atorvastatin,3523
PARK MEDICAL GROUP,Atorvastatin,1202
PARK MEDICAL PRACTICE,Atorvastatin,1180
PARK PARADE PRACTICE,Atorvastatin,542
PARK PARADE SURGERY,Atorvastatin,412
PARK PRACTICE,Atorvastatin,1074
PARK ROAD & MENSTON,Atorvastatin,841
PARK ROAD GROUP PRACTICE,Atorvastatin,1073
PARK ROAD MEDICAL CENTRE,Atorvastatin,341
PARK ROAD SURGERY,Atorvastatin,781
PARK ROYAL MEDICAL PRACTICE,Atorvastatin,480
PARK STREET SURGERY,Omeprazole,527
PARK SURGERY,Atorvastatin,6039
PARK VIEW,Atorvastatin,266
PARK VIEW GROUP PRACTICE,Atorvastatin,797
PARK VIEW MEDICAL CENTRE,Atorvastatin,722
PARK VIEW SURGERY,Atorvastatin,2649
PARKBURY HOUSE SURGERY,Atorvastatin,1364
PARKER DRIVE SURGERY,Atorvastatin,1856
PARKFIELD (H) MINOR EMERGENCY,Methadone hydrochloride,10
PARKFIELD MEDICAL CENTRE,Atorvastatin,972
PARKFIELD SURGERY,Lansoprazole,246
PARKFIELDS SURGERY,Atorvastatin,358
PARKGATE MEDICAL CENTRE,Atorvastatin,970
PARKGATE SURGERY,Atorvastatin,1322
PARKHURST OPTICIANS BENTLEY,Chloramphenicol,1
PARKINSON'S DAY UNIT-CLCH,Co-careldopa (Carbidopa/levodopa),3
PARKLANDS MEDICAL CENTRE,Atorvastatin,1528
PARKLANDS MEDICAL PRACTICE,Atorvastatin,1166
PARKLANDS SURGERY,Atorvastatin,557
PARKSHOT MEDICAL RICHMOND,Atorvastatin,738
PARKSIDE GROUP PRACTICE,Levothyroxine sodium,515
PARKSIDE MEDICAL CENTRE,Atorvastatin,2737
PARKSIDE MEDICAL PRACTICE,Atorvastatin,394
PARKSIDE PRACTICE,Atorvastatin,1142
PARKSIDE SURGERY,Atorvastatin,2464
PARKVIEW MEDICAL CENTRE,Omeprazole,422
PARKVIEW SURGERY,Atorvastatin,1507
PARKWAY MEDICAL CENTRE,Atorvastatin,753
PARKWAY MEDICAL GROUP,Atorvastatin,1033
PARKWOOD FAMILY PRACTICE,Atorvastatin,356
PARKWOOD SURGERY,Atorvastatin,1450
PARLIAMENT HILL SURGERY,Atorvastatin,339
PARLIAMENT STREET MEDICAL CENTRE,Lansoprazole,235
PARROCK STREET SURGERY,Atorvastatin,123
PARSON DROVE SURGERY,Levothyroxine sodium,671
PARSONAGE SURGERY,Atorvastatin,642
PARSONS GREEN WIC,Nitrofurantoin,40
PARTINGTON CENTRAL SURGERY,Atorvastatin,448
PARTINGTON FAMILY PRACTICE,Atorvastatin,540
"PARTNERS IN HEALTH, PAVILION FAMILY DRS",Omeprazole,670
PARTNERSHIP EAST,Sacubitril/valsartan,10
PARTNERSHIP NORTH,Flucloxacillin sodium,10
PARTNERSHIP PRIMARY CARE CENTRE,Atorvastatin,480
PARTNERSHIP SOUTH,Lymphoedema Garments,130
PARTNERSHIP STOKE,Amoxicillin,37
PASLEY ROAD HEALTH CENTRE (TK KHONG),Atorvastatin,254
PASTON HEALTH CENTRE,Atorvastatin,1284
PASTON SURGERY,Atorvastatin,934
PAT HMR COMMUNITY SERVICE,Emollients,255
PATFORD HOUSE PARTNERSHIP,Atorvastatin,938
PATHFIELDS MEDICAL GROUP,Atorvastatin,2061
PATHFINDER GP,Phenoxymethylpenicillin (Penicillin V),1
PATHFINDER PRACTICE,Atorvastatin,233
PATHFINDERS,Hyoscine,1
PATIENCE LANE SURGERY,Atorvastatin,275
PATIENT FIRST SOCIAL ENTERPRISE,Isotretinoin,92
PATTERDALE LODGE MED CTRE,Atorvastatin,1508
PAULTON HOSPITAL MINOR INJURY UNIT,Phenoxymethylpenicillin (Penicillin V),2
PAULTON HOSPITAL WARDS,Ibuprofen,2
PAVILION SURGERY,Atorvastatin,699
PAXTON GREEN GROUP PRACTICE,Atorvastatin,893
PBC SANOMI ENT,Morphine sulfate,1
PC EXT ACCESS BEDOC,Flucloxacillin sodium,32
PC EXT ACCESS CHILTERN VALE HEALTH,Desogestrel,7
PCD EMIS ENHANCED ACCESS,Amoxicillin,19
PCD TPP ENHANCED ACCESS,Amoxicillin,17
PCH WARD,Docusate sodium,6
PCOC DERMATOLOGY SERVICE,Clobetasone butyrate,2
PCOC GYNAECOLOGY SERVICE,Oxybutynin,3
PCS ENHANCED ACCESS,Amoxicillin,63
PCT DIABETES CLINIC,Semaglutide,50
PCT RHEUMATOLOGY SERVICE,Methotrexate,38
PDS MEDICAL COMMUNITY SERVICES,Flucloxacillin sodium,319
PDS WOUND CARE FLEETWOOD,Wound Management & Other Dressings,147
PDS WOUND CARE KIRKHAM,Wound Management & Other Dressings,4
PDS WOUND CARE ST ANNES,Wound Management & Other Dressings,56
PEACE HOSPICE,Oxycodone hydrochloride,10
PEACOCK HEALTHCARE,Atorvastatin,573
PEAK & DALES MEDICAL PARTNERSHIP,Atorvastatin,884
PEAR TREE SURGERY,Omeprazole,1176
PEARL MEDICAL CENTRE,Atorvastatin,389
PEARL MEDICAL PRACTICE,Atorvastatin,256
PEARTREE LANE SURGERY,Atorvastatin,2274
PEARTREE MEDICAL CENTRE,Atorvastatin,371
PEARTREE SURGERY & WEST HORNDON SURGERY,Atorvastatin,768
PEASE WAY MEDICAL CENTRE,Atorvastatin,1562
PEDMORE MEDICAL PRACTICE,Atorvastatin,385
PEEL CROFT,Atorvastatin,308
PEEL GPS,Omeprazole,803
PEEL HALL MEDICAL CENTRE,Atorvastatin,926
PEEL HOUSE MEDICAL PRACTICE,Atorvastatin,2014
PEEL PARK SURGERY,Atorvastatin,418
PEELER HOUSE SURGERY,Levothyroxine sodium,5
PEELHOUSE MEDICAL PLAZA,Atorvastatin,1099
