Prescribers,Novo
PEEL PARK SURGERY,Sim
PEELER HOUSE SURGERY,Sim
PEELHOUSE MEDICAL PLAZA,Sim
PELAW MEDICAL PRACTICE,Sim
PELC EUCC OOH,Sim
PELC HAVERING HW OOH,Sim
PELC REDBRIDGE OOH,Sim
PELHAM MEDICAL GROUP,Sim
PELHAM MEDICAL PRACTICE,Sim
PELTON & FELLROSE MEDICAL GROUP,Sim
PEMBERTON SURGERY,Sim
PEMBROKE MEDICAL GROUP,Sim
PEMBROKE ROAD SURGERY,Sim
PEMBROKE SURGERY,Sim
PENCESTER SURGERY,Sim
PENDEEN SURGERY,Sim
PENDLE VIEW MEDICAL CTRE,Sim
PENDLESIDE MEDICAL PRACT,Sim
PENDLETON MEDICAL CENTRE,Sim
PENISTONE GROUP PMS PRACTICE,Sim
PENKETH HEALTH CENTRE,Sim
PENKRIDGE MEDICAL PRACTICE,Sim
"PENN HILL SURGERY, YEOVIL",Sim
PENN MANOR MEDICAL CENTRE,Sim
PENN SURGERY,Sim
PENNFIELDS MEDICAL CENTRE,Sim
PENNINE CARE,Sim
PENNINE DRIVE PRACTICE,Sim
PENNINE MEDICAL CENTRE,Sim
PENNINE MSK PARTNERSHIP LTD,Sim
PENNINE SURGERY,Sim
PENNY LANE SURGERY,Sim
PENNY'S HILL PRACTICE,Sim
PENNYGATE MEDICAL CENTRE,Sim
PENROSE SURGERY,Sim
PENRYN SURGERY,Sim
PENSHURST GARDENS SURGERY,Sim
PENTELOW PRACTICE,Sim
PERIVALE MEDICAL CLINIC,Sim
PERKINS PRACTICE,Sim
PERRANPORTH SURGERY,Sim
PERRY PARK SURGERY,Sim
PERRY TREE CENTRE,Sim
PERSHORE MEDICAL PRACTICE,Sim
PES AT APPLESON OPTOMETRISTS LEEDS,Sim
PES AT SPECSAVERS HEREFORD H&W CCG,Sim
PETERBOROUGH GP HUB,Sim
PETERLEE PRIMARY CARE SERVICES,Sim
PETERLOO MEDICAL CENTRE,Sim
PETERSFIELD MEDICAL PRACTICE,Sim
PETERSFIELD SURGERY,Sim
PETERSGATE MEDICAL CENTRE,Sim
PETROC GROUP PRACTICE,Sim
PEVERELL PARK SURGERY,Sim
PGPA IMPROVED ACCESS CENTRAL,Sim
PGPA IMPROVED ACCESS NORTH,Sim
PGPA IMPROVED ACCESS SOUTH,Sim
PGPA IMPROVED ACCESS UPPER VALLEY,Sim
PHGH DOCTORS,Sim
PHL LYMINGTON EUPCS/UTC OOH,Sim
PHL SAS SERVICE,Sim
PHL WINCHESTER EUPCS OOH,Sim
PHOENIX FAMILY CARE,Sim
PHOENIX HEALTH GROUP,Sim
PHOENIX HEALTH SOLUTIONS LTD,Sim
PHOENIX MEDICAL CENTRE,Sim
PHOENIX MEDICAL PRACTICE,Sim
PHOENIX SUNRISERS PCN,Sim
PHOENIX SURGERY,Sim
PHOENIX WALK IN CENTRE,Sim
PHYLLIS TUCKWELL MEM.HOSP,Sim
PICKERING MEDICAL PRACTICE,Sim
PICKHURST SURGERY,Sim
PICTON GREEN,Sim
PICTON MEDICAL CENTRE,Sim
PIKE MEDICAL PRACTICE,Sim
PIKES LANE 1,Sim
PILGRIMS HOSPICES IN EAST KENT,Sim
PILGRIMS WAY SURGERY,Sim
PILLAI,Sim
PILNING SURGERY,Sim
PIMLICO HEALTH AT THE MARVEN SURGERY,Sim
PINEHILL SURGERY,Sim
PINFOLD MEDICAL,Sim
PINFOLD MEDICAL PRACTICE,Sim
PINHOE SURGERY,Sim
PINNER VIEW MEDICAL CENTRE,Sim
PIONEER MEDICAL GROUP,Sim
PIRBRIGHT SURGERY,Sim
PITALIA S,Sim
PLAINS VIEW SURGERY,Sim
PLANE TREES GROUP PRACTICE,Sim
PLANE WARD,Sim
PLAS FFYNNON MEDICAL CTRE,Sim
PLAS MEDDYG SURGERY,Sim
PLASHET ROAD MEDICAL CENTRE,Sim
PLEASLEY SURGERY,Sim
PLECK HEALTH CENTRE,Sim
PLOWRIGHT MEDICAL CENTRE,Sim
PLUMBRIDGE MEDICAL CENTRE,Sim
PLUMSTEAD H/C PMS,Sim
PLYMOUTH SPECIALIST ADDICTION SERVICE,Sim
POCKLINGTON GROUP PRACTICE,Sim
POLDEN MEDICAL PRACTICE,Sim
POND TAIL SURGERY,Sim
PONTELAND MEDICAL GROUP,Sim
PONTESBURY & WORTHEN MEDICAL PRACTICE,Sim
POOL MEDICAL CENTRE,Sim
POOLE TOWN SURGERY,Sim
POPLAR GROVE PRACTICE,Sim
POPLAR HOUSE SURGERY,Sim
POPLAR PRIMARY CARE CENTRE,Sim
POPLAR STREET SURGERY,Sim
POPLARS MEDICAL CENTRE,Sim
PORCH SURGERY,Sim
PORT ISAAC SURGERY,Sim
PORT VIEW SURGERY,Sim
PORTCHESTER PRACTICE,Sim
PORTER BROOK MEDICAL CENTRE,Sim
PORTISHEAD MEDICAL GROUP,Sim
PORTLAND MEDICAL CENTRE,Sim
PORTLAND MEDICAL PRACTICE,Sim
PORTLAND ROAD PRACTICE,Sim
PORTOBELLO MEDICAL CENTRE,Sim
PORTSDOWN GROUP PRACTICE,Sim
PORTSLADE HEALTH CENTRE,Sim
PORTSMOUTH HUB,Sim
PORTSMOUTH PRIMARY CARE ALLIANCE LTD,Sim
PORTUGAL PLACE HEALTH CTR,Sim
PORTWAY FAMILY PRACTICE,Sim
POSTERNGATE SURGERY,Sim
POTTERELLS MEDICAL CENTRE,Sim
POTTERIES MEDICAL CENTRE,Sim
POULTER ROAD MEDICAL CENTRE,Sim
POUND HILL MEDICAL GROUP,Sim
POUNDBURY DOCTORS SURGERY,Sim
POVEREST MEDICAL CENTRE,Sim
"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",Sim
PRACTICE ONE,Sim
PRACTICE OPHTHALMOLOGY SERVICE HARINGEY,Sim
PRACTICE PLUS GROUP,Sim
PRACTICE PLUS GROUP HOSPITAL,Sim
PRACTICE PLUS GROUP OOH,Sim
PRASAD,Sim
PRAZE-AN-BEEBLE SURGERY,Sim
PREMIER HEALTH TEAM,Sim
PREMIER MEDICAL CENTRE,Sim
PRENTIS MEDICAL CENTRE,Sim
PRENTON MEDICAL CENTRE_MURUGESH V,Sim
PRESCOT MEDICAL CENTRE,Sim
PRESCOTT SURGERY,Sim
PRESTBURY MEDICAL PRACTICE,Sim
PRESTBURY PARK MEDICAL,Sim
PRESTON CAMHS,Sim
"PRESTON GROVE MEDICAL CENTRE, YEOVIL",Sim
PRESTON HILL SURGERY,Sim
PRESTON MEDICAL CENTRE,Sim
PRESTON PARK SURGERY,Sim
PRESTON ROAD SURGERY,Sim
PRICES MILL SURGERY,Sim
PRIMA CARE SURGERIES,Sim
PRIMARY CARE 24 OOH,Sim
PRIMARY CARE DRUGS SERVICE,Sim
PRIMARY CARE EXTENDED HOURS,Sim
PRIMARY CARE MANCHESTER LIMITED,Sim
PRIMARY CARE MENTAL HEALTH SERVICE,Sim
PRIMARY CARE PLUS DERBY CNE,Sim
PRIMARY CARE PRESCRIBING - SCH EMPLOYED,Sim
PRIMARY CARE PRESCRIBING - STH EMPLOYED,Sim
PRIMARY CARE PRESCRIBING- SHSCT EMPLOYED,Sim
PRIMARY CARE SEVEN DAY SERVICE,Sim
PRIMARY CARE URGENT EYE SERVICE,Sim
PRIMARY HEALTHCARE DARLINGTON,Sim
PRIMARY INTEGRATED COMMUNITY SERVICES,Sim
PRIME PRACTICE PARTNERSHIP,Sim
PRIMECARE PMS (SOUTH STREET),Sim
PRIMROSE BANK MEDICAL CENTRE,Sim
PRIMROSE HILL SURGERY,Sim
PRIMROSE LANE PRACTICE,Sim
PRIMROSE MEDICAL PRACTICE,Sim
PRIMROSE SURGERY,Sim
PRINCE OF WALES GROUP SURGERY,Sim
PRINCES GARDENS SURGERY,Sim
PRINCES MEDICAL CENTRE,Sim
PRINCES PARK MEDICAL CTR,Sim
PRINCESS ROAD SURGERY,Sim
PRINCEWAY SURGERIES,Sim
PRINGLE STREET SURGERY,Sim
PRIORS FIELD SURGERY,Sim
PRIORY FIELDS SURGERY,Sim
PRIORY GARDENS SURGERY,Sim
PRIORY GATE PRACTICE,Sim
PRIORY MEDICAL CENTRE,Sim
PRIORY MEDICAL GROUP,Sim
PRIORY ROAD MEDICAL CENTRE,Sim
PRIORY ROAD SURGERY,Sim
PRIORY SURGERY,Sim
PRIORY VIEW MEDICAL CENTRE,Sim
PROBERT ROAD SURGERY,Sim
PROBUS SURGERY,Sim
PROCARE HEALTH SERVICES,Sim
PROSPECT HOUSE SURGERY,Sim
PROSPECT MEDICAL CENTRE,Sim
PROSPECT MEDICAL PRACTICE,Sim
PROSPECT SURGERY,Sim
PRUDHOE MEDICAL GROUP,Sim
PRUH URGENT CARE CENTRE,Sim
PSICON,Sim
PSICON IOW ADHD,Sim
PSICON NEURODEVELOPMENTAL LIFESPAN,Sim
PSYCHIATRY UK - BERKSHIRE CYPF ADHD,Sim
PSYCHIATRY UK - LLP - MORECAMBE BAY,Sim
PSYCHIATRY UK-KENT,Sim
PSYCHIATRY-UK,Sim
PUDDLETOWN SURGERY,Sim
PULBOROUGH MEDICAL GROUP,Sim
PUMP LANE SURGERY,Sim
PURBECK HEALTH CENTRE,Sim
PURFLEET CARE CENTRE,Sim
PURTON SURGERY,Sim
PUTNEYMEAD GROUP MEDICAL PRACTICE,Sim
PUTNOE MEDICAL CENTRE PARTNERSHIP,Sim
PUTNOE MEDICAL CENTRE WALK IN CENTRE,Sim
PWE ACCRINGTON VICTORIA,Sim
PWE PENDLE VALLEY MILL,Sim
QHS GP CARE HOME SERVICE,Sim
QMUL TOBACCO CESSATION SERVICE,Sim
QUAKERS LANE SURGERY,Sim
QUANTOCK MEDICAL CENTRE,Sim
QUANTOCK VALE SURGERY,Sim
QUARRY BANK MEDICAL CENTRE,Sim
QUARTERJACK SURGERY,Sim
QUAY HEALTH EAC,Sim
QUAY LANE SURGERY,Sim
QUAYSIDE MEDICAL CENTRE,Sim
QUAYSIDE MEDICAL PRACTICE,Sim
QUEDGELEY MEDICAL CENTRE,Sim
QUEEN CAMEL MEDICAL CENTRE,Sim
QUEEN EDITH MEDICAL PRACTICE,Sim
QUEEN ELIZABETH URGENT CARE SERVICE,Sim
QUEEN MARY PRACTICE,Sim
QUEEN SQUARE MEDICAL PRACTICE,Sim
QUEEN STREET MEDICAL PRACTICE,Sim
QUEEN'S MEDICAL CENTRE,Sim
QUEENHILL MEDICAL PRACTICE,Sim
QUEENS AVENUE SURGERY,Sim
QUEENS CRESCENT PRACTICE,Sim
QUEENS MEDICAL CENTRE,Sim
QUEENS PARK HEALTH CENTRE,Sim
QUEENS PARK MEDICAL CENTRE,Sim
QUEENS PARK MEDICAL PRACTICE,Sim
QUEENS PARK SURGERY,Sim
QUEENS ROAD MEDICAL CENTRE,Sim
QUEENS ROAD SURGERY,Sim
QUEENS WALK MEDICAL CENTRE,Sim
QUEENS WALK PRACTICE,Sim
QUEENSBRIDGE GROUP PRACTICE,Sim
QUEENSTOWN ROAD MEDICAL PRACTICE,Sim
QUEENSTREE PRACTICE,Sim
QUEENSVIEW MEDICAL CENTRE,Sim
QUEENSWAY MEDICAL CENTRE,Sim
QUEENSWOOD MEDICAL PRACTICE,Sim
QUESLETT MEDICAL CENTRE,Sim
QUINCY RISE SURGERY,Sim
QUINTINS MEDICAL CENTRE,Sim
QUINTON PARK MEDICAL CENTRE,Sim
QUINTON PRACTICE,Sim
QUORN MEDICAL CENTRE,Sim
R&B OA CMHT,Sim
RADBROOK GREEN SURGERY,Sim
RADCLIFFE MEDICAL PRACTICE,Sim
RADCLIFFE-ON-TRENT. HEALTH CENTRE,Sim
RADFORD MEDICAL PRACTICE (KAUR),Sim
RAGSTONE ROAD SURGERY,Sim
RAHMAN & TSOI,Sim
RAHMAN PRACTICE,Sim
RAILWAY MEDICAL GROUP,Sim
RAINBOW HEALTH CENTRE,Sim
RAINBOW MEDICAL CENTRE,Sim
RAINBOW PRACTICE,Sim
RAINFORD HEALTH CENTRE,Sim
RAINHAM HEALTH CENTRE,Sim
RAINHILL VILLAGE SURGERY,Sim
RAINWORTH HEALTH CENTRE,Sim
RAJ MEDICAL CENTRE,Sim
RALEIGH SURGERY,Sim
RAM PATEL (DERMATOLOGY),Sim
RAME GROUP PRACTICE,Sim
RAMSAY HEALTHCARE - NORTH DOWNS HOSPITAL,Sim
RAMSAY HEALTHCARE UK,Sim
RAMSBOTTOM MEDICAL PRACTICE,Sim
RAMSBURY SURGERY,Sim
RAMSEY HEALTH CENTRE,Sim
RANGEWAYS ROAD SURGERY,Sim
RANWORTH SURGERY,Sim
RASTRICK HEALTH CENTRE,Sim
RATBY SURGERY,Sim
RAVENSBURY PARK MEDICAL CENTRE,Sim
RAVENSCROFT MEDICAL CENTRE,Sim
RAVENSWOOD MEDICAL PRACTICE,Sim
RAVENSWORTH SURGERY,Sim
RAWMARSH HEALTH CENTRE,Sim
RAWNSLEY SURGERY,Sim
RAWSON ROAD MEDICAL CENTRE,Sim
RAYDOCS NEWTOWN,Sim
RAYMOND ROAD SURGERY,Sim
RB PALL,Sim
RBWM DAAT,Sim
RDASH CAMHS,Sim
RDASH CARDIAC NURSE SPECIALIST SERVICES,Sim
RDASH DIABETIC NURSE SPECIALIST SERVICES,Sim
RDASH DONCASTER COMMUNITY MH SERVICES,Sim
RDASH EPILEPSY NURSE SPECIALIST SERVICES,Sim
RDASH FT COMMUNITY NURSING,Sim
RDASH LEARNING DISABILITY SERVICES,Sim
RDASH NTH LINCS COMMUNITY MH SERVICE,Sim
RDASH RESPIRATORY NURSE SPECIALIST SERV,Sim
RDASH ROTHERHAM COMMUNITY MH SERVICES,Sim
RDASH TVOS & LYMPHOEDEMA SERVICE,Sim
REACH HEALTHCARE,Sim
READESMOOR MEDICAL GROUP PRACTICE,Sim
READING WALK-IN HEALTH CENTRE,Sim
RECOVERY CENTRE BISHOP AUCKLAND,Sim
RECOVERY CENTRE DURHAM,Sim
RECOVERY STEPS CUMBRIA,Sim
RECTORY MEADOW SURGERY,Sim
RED AND GREEN PRACTICE,Sim
RED BANK GROUP PRACTICE,Sim
RED HOUSE MEDICAL CENTRE,Sim
RED HOUSE SURGERY,Sim
RED LION ROAD SURGERY,Sim
RED LION SURGERY,Sim
RED ROOFS SURGERY,Sim
REDBRIDGE CCG,Sim
REDBURN PARK MEDICAL CENTRE,Sim
REDFERN HEALTH CENTRE,Sim
REDGATE MEDICAL CENTRE,Sim
REDLAM SURGERY,Sim
REDLANDS PRIMARY CARE,Sim
REDWOOD HOUSE SURGERY,Sim
REDWOOD PRACTICE,Sim
REEDYFORD HLTH CARE GROUP,Sim
REEPHAM & AYLSHAM MEDICAL PRACTICE,Sim
REETH MEDICAL CENTRE,Sim
REGAL CHAMBERS SURGERY,Sim
REGENCY SURGERY,Sim
REGENT HOUSE SURGERY,Sim
REGENT MEDICAL CENTRE,Sim
REGENT SQUARE GROUP PRACTICE,Sim
REGENT STREET SURGERY,Sim
REGIS CENTRAL COMMUNITY TEAM,Sim
REGIS MEDICAL CENTRE,Sim
RENACRES HOSPITAL,Sim
RENDCOMB SURGERY,Sim
RESERVOIR ROAD SURGERY,Sim
RESPIRATORY CLINIC,Sim
RESPONSIVE SERVICES MID SUSSEX & HORSHAM,Sim
REVEL SURGERY,Sim
RHEUMATOLOGY DEPARTMENT,Sim
RHEUMATOLOGY DEPARTMENT CANNOCK,Sim
RHND,Sim
RIBBLESDALE MEDICAL PRACTICE,Sim
RIBBLETON MEDICAL CENTRE,Sim
RICHFORD GATE MEDICAL CENTRE,Sim
RICHMOND HOUSE,Sim
RICHMOND LOCK SURGERY,Sim
RICHMOND MEDICAL CENTRE,Sim
RICHMOND MEDICAL GROUP,Sim
RICHMOND ROAD MEDICAL CENTRE,Sim
RICHMOND SURGERY,Sim
RICHMONDSHIRE OOH,Sim
RICKLETON MEDICAL CENTRE,Sim
RIDDINGS FAMILY HEALTH CENTRE,Sim
RIDGACRE HOUSE SURGERY,Sim
RIDGE GREEN MEDICAL PRACTICE,Sim
RIDGEWAY VIEW FAMILY PRACTICE,Sim
RIDGMOUNT PRACTICE,Sim
RILLWOOD MEDICAL CENTRE,Sim
RINGMEAD MEDICAL PRACTICE,Sim
RINGWOOD MEDICAL CENTRE,Sim
RIPLEY MEDICAL CENTRE,Sim
RIPON SPA SURGERY,Sim
RISE PARK SURGERY,Sim
RISE RUGBY,Sim
RISE-STRATFORD (CAMHS),Sim
RISEDALE SURGERY,Sim
RISING BROOK,Sim
RITCHIE STREET GROUP PRACTICE,Sim
RIVER BROOK MEDICAL CENTRE,Sim
RIVER PLACE HEALTH CENTRE,Sim
RIVERBANK MEDICAL CENTRE,Sim
RIVERBANK MEDICAL SERVICES,Sim
RIVERGREEN MEDICAL CENTRE,Sim
RIVERHOUSE MEDICAL PRACTICE,Sim
RIVERLYN MEDICAL CENTRE,Sim
RIVERMEAD GATE MED.CTR.,Sim
RIVERPORT MEDICAL PRACTICE,Sim
RIVERSDALE SURGERY,Sim
RIVERSIDE FAMILY PRACTICE,Sim
RIVERSIDE HEALTH CENTRE,Sim
RIVERSIDE MED.PRACTICE,Sim
RIVERSIDE MEDICAL CENTRE,Sim
RIVERSIDE MEDICAL PRACTICE,Sim
RIVERSIDE PARTNERSHIP,Sim
RIVERSIDE PRACTICE,Sim
RIVERSIDE SURGERY,Sim
RIVERSLEY ROAD SURGERY,Sim
RIVERVIEW SURGERY,Sim
RIVINGTON WAY SURGERY,Sim
RK MEDICAL PRACTICE,Sim
RLBUHT,Sim
ROBERT FREW MEDICAL CENTRE,Sim
ROBIN HOOD SURGERY,Sim
ROBIN LANE HEALTH AND WELLBEING CENTRE,Sim
ROBOROUGH SURGERY,Sim
ROBY MEDICAL CENTRE,Sim
ROCHDALE AND OLDHAM ACTIVE RECOVERY,Sim
ROCHDALE ROAD MEDICAL CENTRE,Sim
ROCHESTER ROAD SURGERY,Sim
ROCK COURT SURGERY,Sim
ROCK HEALTHCARE LIMITED,Sim
ROCKLEIGH COURT SURGERY,Sim
ROCKLIFFE COURT SURGERY,Sim
ROCKY LANE MEDICAL CENTRE,Sim
ROLLE MEDICAL PARTNERSHIP,Sim
ROMAN ROAD HEALTH CENTRE,Sim
ROMAN WAY MEDICAL CENTRE,Sim
ROOD END MEDICAL PRACTICE,Sim
ROOLEY LANE MED. CENTRE,Sim
ROPE GREEN MEDICAL CENTRE,Sim
ROSARY GARDEN SURGERY,Sim
ROSE MEDICAL PRACTICE,Sim
ROSE VILLA SURGERY,Sim
ROSEBANK HEALTH,Sim
ROSEDALE SURGERY,Sim
ROSEDEAN SURGERY,Sim
ROSEGARTH SURGERY,Sim
ROSEGROVE SURGERY,Sim
ROSEHEATH SURGERY,Sim
ROSELAND SURGERIES,Sim
ROSELAWN,Sim
ROSEMARY SURGERY,Sim
ROSEMEAD DRIVE SURGERY,Sim
ROSEMEAD SURGERY,Sim
ROSERTON STREET SURGERY,Sim
ROSEWOOD PRACTICE,Sim
ROSEWORTH SURGERY,Sim
ROSLEA SURGERY,Sim
ROSMELLYN SURGERY,Sim
ROSS ROAD MEDICAL CENTRE,Sim
ROSSENDALE MIU & OOH,Sim
ROSSENDALE VALLEY MEDICAL PRACTICE,Sim
ROTHER HOUSE MEDICAL CENTRE,Sim
ROTHERFIELD SURGERY,Sim
ROTHERHAM ADVANCED NURSE PRACTITIONERS,Sim
ROTHERHAM BREATHING SPACE,Sim
ROTHERHAM COMMUNITY ELDERLY MEDICINE,Sim
ROTHERHAM COMMUNITY MATRONS,Sim
ROTHERHAM EAR CARE SERVICE,Sim
ROTHERHAM EXTENDED HOURS ACCESS HUBS,Sim
ROTHERHAM HEART FAILURE & CARDIAC REHAB,Sim
ROTHERHAM HOSPICE,Sim
ROTHERHAM OOH,Sim
ROTHERHAM TISSUE VIABILITY SERVICE,Sim
ROTHSCHILD HOUSE GROUP,Sim
ROTHWELL MEDICAL CENTRE,Sim
ROTTON PARK MEDICAL CENTRE,Sim
ROUGH HAY SURGERY,Sim
ROUNDWELL MEDICAL CENTRE,Sim
ROUNDWOOD PARK MEDICAL CENTRE,Sim
ROUNDWOOD SURGERY,Sim
ROWAN TREE PRACTICE,Sim
ROWANS SURGERY,Sim
ROWCROFT MEDICAL CENTRE,Sim
ROWDEN SURGERY,Sim
ROWHEDGE SURGERY,Sim
ROWLANDS CASTLE SURGERY,Sim
ROWLANDS GILL MEDICAL CENTRE,Sim
ROWLANDS ROAD SURGERY,Sim
ROWLEY HALL HOSPITAL,Sim
ROWNER HEALTH CENTRE,Sim
ROXBOURNE MEDICAL CENTRE,Sim
ROXTON AT WEELSBY VIEW,Sim
ROYAL ARSENAL MEDICAL CENTRE,Sim
ROYAL CRESCENT SURGERY,Sim
ROYAL DEVON NON-MEDICAL PRESCRIBERS,Sim
ROYAL DOCKS MEDICAL PRACTICE,Sim
ROYAL HOSPITAL CHELSEA,Sim
ROYAL MANOR HEALTH CARE,Sim
ROYAL PRIMARY CARE CHESTERFIELD,Sim
ROYAL PRIMARY CARE CHESTERFIELD WEST,Sim
ROYAL PRIMARY CARE CLAY CROSS,Sim
ROYSIA SURGERY,Sim
ROYSTON GROUP PRACTICE,Sim
ROYTON MEDICAL CENTRE,Sim
RUBY COUNTRY MEDICAL GROUP,Sim
RUDGWICK MEDICAL CENTRE,Sim
RUGBY COMMUNITY LD TEAM,Sim
RUGBY MENTAL HEALTH OUTPATIENT SERVICES,Sim
RUGBY ROAD SURGERY,Sim
RUNCORN GP EXTRA,Sim
RUNCORN URGENT CARE CENTRE WIC,Sim
RUNNYMEDE MEDICAL PRACTICE,Sim
RUSH HILL SURGERY,Sim
RUSHALL MEDICAL CENTRE,Sim
RUSHCLIFFE URGENT CARE SERVICE,Sim
RUSHDEN MEDICAL CENTRE,Sim
RUSHEY MEAD HEALTH CENTRE,Sim
RUSKINGTON SURGERY,Sim
RUSSELL HOUSE SURGERY,Sim
RUSSELL STREET SURGERY,Sim
RUSTHALL MEDICAL PRACTICE,Sim
RUSTLINGS ROAD MEDICAL CENTRE,Sim
RUSTON STREET CLINIC,Sim
RUTHERFORD MEDICAL CENTRE,Sim
RUTLAND HOUSE SURGERY,Sim
RUTLAND LODGE MEDICAL CENTRE,Sim
"RYALLS PARK MEDICAL CENTRE, YEOVIL",Sim
RYDAL,Sim
RYDINGS HALL SURGERY,Sim
RYE MEDICAL CENTRE,Sim
RYEGATE NEURODISABILITY,Sim
RYELAND SURGERY,Sim
SACRISTON MEDICAL CENTRE,Sim
SADDLERS HEALTH CENTRE,Sim
SADDLEWORTH MEDICAL PRACTICE,Sim
SAFE HAVEN UNIT - LCD,Sim
SAFFRON GROUP PRACTICE,Sim
SAFFRON HEALTH PARTNERSHIP,Sim
SAI MEDICAL CENTRE,Sim
SALFORD ACUTE HOME VISITING SERVICE,Sim
SALFORD COMMUNITY HEALTH,Sim
SALFORD DRUG SERVICE,Sim
SALFORD PRIMARY CARE TOGETHER,Sim
SALISBURY HOUSE SURGERY,Sim
SALISBURY MEDICAL PRACTICE,Sim
SALISBURY WALK-IN HC,Sim
SALTASH HEALTH CENTRE,Sim
SALTDEAN AND ROTTINGDEAN MED PRACTICE,Sim
SALTERS MEADOW HEALTH CTR,Sim
SALTERS MEDICAL PRACTICE,Sim
SALTLEY AND FERNBANK MEDICAL PRACTICE,Sim
SAME DAY EMERGENCY CARE,Sim
SAME DAY EMERGENCY CARE SDEC,Sim
SAMPFORD PEVERELL SURGERY,Sim
SANCTA MARIA MEDICAL CENTRE,Sim
SANDFORD SURGERY,Sim
SANDGATE ROAD,Sim
SANDMERE PRACTICE,Sim
SANDRINGHAM MEDICAL CENTRE,Sim
SANDRINGHAM PRACTICE,Sim
SANDS END HEALTH CLINIC,Sim
SANDWELL (SWBCCG) MALLING HEALTH OOH,Sim
SANDWELL CYP RESPIRATORY HUB,Sim
SANDWELL URGENT TREATMENT CENTRE,Sim
SANDWICH MEDICAL PRACTICE,Sim
SANDY HEALTH CENTRE,Sim
SANDY LANE SURGERY,Sim
SANGAM PRACTICE,Sim
SARAF MEDICAL PRACTICE,Sim
SAREPHED MEDICAL CENTRE,Sim
SARUM HEALTH GROUP,Sim
SAS MID AND SOUTH ESSEX STP,Sim
SAS WEST ESSEX COMMISCEO PCS LIMITED,Sim
SATIS HOUSE,Sim
SAVILE TOWN MEDICAL CTR.,Sim
SAVILLE MEDICAL GROUP,Sim
SAVITA MEDICAL CENTRE,Sim
SAXENA L,Sim
SAXMUNDHAM HEALTH CENTRE,Sim
SAXON CROSS SURGERY,Sim
SAXONBROOK MEDICAL CENTRE,Sim
SAXONBURY HOUSE SURGERY,Sim
SCARBOROUGH & RYEDALE COMMUNITY SERVICE,Sim
SCARBOROUGH MEDICAL GROUP,Sim
SCARSDALE MEDICAL CENTRE,Sim
SCARTHO MEDICAL CENTRE,Sim
SCAWSBY HEALTH CENTRE PRACTICE,Sim
SCHOOL HOUSE SURGERY,Sim
SCHOOL LANE PMS PRACTICE,Sim
SCHOOL LANE SURGERY,Sim
SCHOOLACRE ROAD SURGERY,Sim
SCHOPWICK SURGERY,Sim
SCORTON MEDICAL CENTRE,Sim
SCOTS GAP MEDICAL GROUP,Sim
SCOTT ARMS MEDICAL CENTRE,Sim
SCOTT PARK SURGERY,Sim
SCOTT ROAD MEDICAL CENTRE,Sim
SCT COASTAL WEST SUSSEX,Sim
SEA MILLS SURGERY,Sim
SEAFORD MEDICAL PRACTICE,Sim
SEAFORTH VILLAGE SURGERY,Sim
SEASCALE HEALTH CENTRE,Sim
SEASIDE MEDICAL CENTRE,Sim
SEATON & COLYTON MEDICAL PRACTICE,Sim
SEATON PARK MEDICAL GROUP,Sim
SECOND STREET SURGERY,Sim
SEDBERGH MEDICAL PRACTICE,Sim
SEDGEFIELD PRIMARY CARE SERVICES,Sim
SEDLESCOMBE & WESTFIELD SURGERIES,Sim
SEDLESCOMBE HOUSE,Sim
SEFTON 0-19 SERVICE,Sim
SEFTON PARK MEDICAL CENTRE,Sim
SEL SPECIAL ALLOCATION PRACTICE,Sim
SELBORNE ROAD MEDICAL CENTRE,Sim
SELBY MIU,Sim
SELDEN MEDICAL CENTRE,Sim
SELDOC HEALTHCARE,Sim
SELHURST MEDICAL PRACTICE,Sim
SELLINDGE SURGERY,Sim
SELLY OAK HEALTH CENTRE,Sim
SELLY PARK SURGERY,Sim
SELSDON PARK MEDICAL PRACTICE,Sim
SELSEY MEDICAL PRACTICE,Sim
SELSTON SURGERY,Sim
SETT VALLEY MEDICAL CENTRE,Sim
SEVEN DIALS MEDICAL CENTRE,Sim
SEVEN KINGS PRACTICE,Sim
SEVERN FIELDS MEDICAL PRACTICE,Sim
SEVERN VALLEY MEDICAL PRACTICE,Sim
SEVERNBANK SURGERY,Sim
SEVERNSIDE MEDICAL PRACTICE,Sim
SEXUAL HEALTH SHEFFIELD - PCS,Sim
SEYMOUR HOUSE AND LOCK ROAD SURGERY,Sim
SFCCG CONTINENCE & STOMA SERVICE,Sim
SFHT COMMUNITY PAEDS PRESCRIBER,Sim
SHADBOLT PARK HOUSE SURG,Sim
SHADWELL MEDICAL CENTRE,Sim
SHAFTESBURY MEDICAL CTR.,Sim
SHAH ZAMAN SURGERY,Sim
SHAHBAZI SS,Sim
SHAKESPEARE HEALTH CENTRE,Sim
SHAKESPEARE MEDICAL PRACTICE,Sim
SHAKESPEARE ROAD MEDICAL PRACTICE,Sim
SHAKESPEARE ROAD SURGERY,Sim
SHAKESPEARE SURGERY,Sim
SHANTI MEDICAL CENTRE,Sim
SHAP MEDICAL PRACTICE,Sim
SHARNBROOK SURGERY,Sim
SHARROW LANE MEDICAL CENTRE,Sim
SHAWBIRCH MEDICAL CENTRE,Sim
